,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
204,19.0,Wed,2021-01-20,21:30,Villarreal,2.4,2–2,0.2,Granada,,Estadio de la Cerámica,Valentín Pizarro,Match Report,
205,19.0,Thu,2021-01-21,19:00,Valencia,0.5,1–1,1.6,Osasuna,,Estadio de Mestalla,Alejandro Hernández,Match Report,
206,19.0,Thu,2021-01-21,21:30,Eibar,1.5,1–2,1.2,Atlético Madrid,,Estadio Municipal de Ipurúa,Mario Melero,Match Report,
207,,,,,,,,,,,,,,
208,20.0,Fri,2021-01-22,21:00,Levante,1.0,2–2,0.6,Valladolid,,Estadio Ciudad de Valencia,José Luis Munuera,Match Report,
209,20.0,Sat,2021-01-23,14:00,Huesca,0.2,0–0,0.5,Villarreal,,Estadio El Alcoraz,Alberola Rojas,Match Report,
210,20.0,Sat,2021-01-23,16:15,Sevilla,2.3,3–0,0.7,Cádiz,,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,Match Report,
211,20.0,Sat,2021-01-23,18:30,Real Sociedad,2.2,2–2,0.6,Betis,,Estadio Municipal de Anoeta,César Soto,Match Report,
212,20.0,Sat,2021-01-23,21:00,Alavés,0.7,1–4,1.4,Real Madrid,,Estadio de Mendizorroza,Alejandro Hernández,Match Report,
213,20.0,Sun,2021-01-24,14:00,Osasuna,1.7,3–1,0.7,Granada,,Estadio El Sadar,Daniel Ask,Match Report,
214,20.0,Sun,2021-01-24,16:15,Elche,0.5,0–2,2.6,Barcelona,,Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,
215,20.0,Sun,2021-01-24,18:30,Celta Vigo,1.6,1–1,0.9,Eibar,,Estadio de Balaídos,Pablo González,Match Report,
216,20.0,Sun,2021-01-24,21:00,Atlético Madrid,1.8,3–1,0.3,Valencia,,Estadio Wanda Metropolitano,Ricardo de Burgos,Match Report,
217,20.0,Mon,2021-01-25,21:00,Athletic Club,2.0,5–1,1.3,Getafe,,San Mamés,Adrián Cordero,Match Report,
218,,,,,,,,,,,,,,
219,21.0,Fri,2021-01-29,21:00,Valladolid,1.8,1–3,1.2,Huesca,,Estadio Municipal José Zorrilla,Ricardo de Burgos,Match Report,
220,21.0,Sat,2021-01-30,14:00,Eibar,0.9,0–2,1.5,Sevilla,,Estadio Municipal de Ipurúa,José Sánchez,Match Report,
221,21.0,Sat,2021-01-30,16:15,Real Madrid,1.3,1–2,1.8,Levante,,Estadio Alfredo Di Stéfano,David Medié,Match Report,
222,21.0,Sat,2021-01-30,18:30,Valencia,2.8,1–0,0.4,Elche,,Estadio de Mestalla,Pablo González,Match Report,
223,21.0,Sat,2021-01-30,21:00,Villarreal,0.2,1–1,1.3,Real Sociedad,,Estadio de la Cerámica,Isidro Díaz de Mera,Match Report,
224,21.0,Sun,2021-01-31,14:00,Getafe,0.4,0–0,0.2,Alavés,,Coliseum Alfonso Pérez,Santiago Jaime,Match Report,
225,21.0,Sun,2021-01-31,16:15,Cádiz,1.2,2–4,1.9,Atlético Madrid,,Estadio Ramón de Carranza,Jesús Gil,Match Report,
226,21.0,Sun,2021-01-31,18:30,Granada,0.3,0–0,0.6,Celta Vigo,,Estadio Nuevo Los Cármenes,Carlos del Cerro,Match Report,
227,21.0,Sun,2021-01-31,21:00,Barcelona,1.9,2–1,0.3,Athletic Club,,Camp Nou,Antonio Matéu Lahoz,Match Report,
228,21.0,Mon,2021-02-01,21:00,Betis,1.5,1–0,1.4,Osasuna,,Estadio Benito Villamarín,Alberola Rojas,Match Report,
229,,,,,,,,,,,,,,
230,22.0,Fri,2021-02-05,21:00,Alavés,1.5,1–0,0.1,Valladolid,,Estadio de Mendizorroza,César Soto,Match Report,
231,22.0,Sat,2021-02-06,14:00,Levante,1.4,2–2,1.2,Granada,,Estadio Ciudad de Valencia,Adrián Cordero,Match Report,
232,22.0,Sat,2021-02-06,16:15,Huesca,1.0,1–2,3.4,Real Madrid,,Estadio El Alcoraz,Daniel Ask,Match Report,
233,22.0,Sat,2021-02-06,18:30,Elche,1.3,2–2,1.4,Villarreal,,Estadio Manuel Martínez Valero,Mario Melero,Match Report,
234,22.0,Sat,2021-02-06,21:00,Sevilla,2.2,3–0,0.2,Getafe,,Estadio Ramón Sánchez Pizjuán,Juan Martínez,Match Report,
235,22.0,Sun,2021-02-07,14:00,Real Sociedad,4.6,4–1,0.5,Cádiz,,Estadio Municipal de Anoeta,Valentín Pizarro,Match Report,
236,22.0,Sun,2021-02-07,16:15,Athletic Club,1.2,1–1,0.9,Valencia,,San Mamés,José Luis Munuera,Match Report,
237,22.0,Sun,2021-02-07,18:30,Osasuna,1.7,2–1,1.2,Eibar,,Estadio El Sadar,Jorge Figueroa,Match Report,
238,22.0,Sun,2021-02-07,21:00,Betis,1.8,2–3,1.3,Barcelona,,Estadio Benito Villamarín,Carlos del Cerro,Match Report,
239,22.0,Mon,2021-02-08,21:00,Atlético Madrid,1.2,2–2,1.5,Celta Vigo,,Estadio Wanda Metropolitano,Guillermo Cuadra,Match Report,
240,,,,,,,,,,,,,,
241,1.0,Tue,2021-02-09,21:00,Real Madrid,1.6,2–0,0.1,Getafe,,Estadio Alfredo Di Stéfano,Alberola Rojas,Match Report,
242,,,,,,,,,,,,,,
243,23.0,Fri,2021-02-12,21:00,Celta Vigo,2.1,3–1,1.1,Elche,,Estadio de Balaídos,Ricardo de Burgos,Match Report,
244,23.0,Sat,2021-02-13,14:00,Granada,0.7,1–2,0.7,Atlético Madrid,,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz,Match Report,
245,23.0,Sat,2021-02-13,16:15,Sevilla,1.5,1–0,1.3,Huesca,,Estadio Ramón Sánchez Pizjuán,David Medié,Match Report,
246,23.0,Sat,2021-02-13,18:30,Eibar,2.5,1–1,1.0,Valladolid,,Estadio Municipal de Ipurúa,Isidro Díaz de Mera,Match Report,
247,23.0,Sat,2021-02-13,21:00,Barcelona,2.4,5–1,0.7,Alavés,,Camp Nou,Jorge Figueroa,Match Report,
248,23.0,Sun,2021-02-14,14:00,Getafe,0.4,0–1,1.0,Real Sociedad,,Coliseum Alfonso Pérez,Pablo González,Match Report,
249,23.0,Sun,2021-02-14,16:15,Real Madrid,0.8,2–0,0.1,Valencia,,Estadio Alfredo Di Stéfano,José Sánchez,Match Report,
250,23.0,Sun,2021-02-14,18:30,Levante,1.5,0–1,0.7,Osasuna,,Estadio Ciudad de Valencia,Santiago Jaime,Match Report,
251,23.0,Sun,2021-02-14,21:00,Villarreal,1.3,1–2,1.0,Betis,,Estadio de la Cerámica,Jesús Gil,Match Report,
252,23.0,Mon,2021-02-15,21:00,Cádiz,0.5,0–4,2.2,Athletic Club,,Estadio Ramón de Carranza,Alejandro Hernández,Match Report,
253,,,,,,,,,,,,,,
254,2.0,Wed,2021-02-17,19:00,Levante,0.6,1–1,1.1,Atlético Madrid,,Estadio Ciudad de Valencia,José Luis Munuera,Match Report,
255,,,,,,,,,,,,,,
256,24.0,Fri,2021-02-19,21:00,Betis,2.6,1–0,0.4,Getafe,,Estadio Benito Villamarín,Daniel Ask,Match Report,
257,24.0,Sat,2021-02-20,14:00,Elche,0.4,1–0,1.8,Eibar,,Estadio Manuel Martínez Valero,Adrián Cordero,Match Report,
258,24.0,Sat,2021-02-20,16:15,Atlético Madrid,2.1,0–2,0.8,Levante,,Estadio Wanda Metropolitano,Mario Melero,Match Report,
259,24.0,Sat,2021-02-20,18:30,Valencia,1.2,2–0,0.7,Celta Vigo,,Estadio de Mestalla,Valentín Pizarro,Match Report,
260,24.0,Sat,2021-02-20,21:00,Valladolid,1.0,0–1,0.8,Real Madrid,,Estadio Municipal José Zorrilla,Guillermo Cuadra,Match Report,
261,24.0,Sun,2021-02-21,14:00,Barcelona,2.2,1–1,1.4,Cádiz,,Camp Nou,Juan Martínez,Match Report,
262,24.0,Sun,2021-02-21,16:15,Real Sociedad,2.4,4–0,0.8,Alavés,,Estadio Municipal de Anoeta,José Luis Munuera,Match Report,
263,24.0,Sun,2021-02-21,18:30,Huesca,2.3,3–2,1.0,Granada,,Estadio El Alcoraz,César Soto,Match Report,
264,24.0,Sun,2021-02-21,21:00,Athletic Club,2.6,1–1,0.1,Villarreal,,San Mamés,Carlos del Cerro,Match Report,
265,24.0,Mon,2021-02-22,21:00,Osasuna,0.5,0–2,0.7,Sevilla,,Estadio El Sadar,Alberola Rojas,Match Report,
266,,,,,,,,,,,,,,
267,1.0,Wed,2021-02-24,19:00,Barcelona,2.7,3–0,0.3,Elche,,Camp Nou,Isidro Díaz de Mera,Match Report,
268,,,,,,,,,,,,,,
269,25.0,Fri,2021-02-26,21:00,Levante,1.2,1–1,1.9,Athletic Club,,Estadio Ciudad de Valencia,Isidro Díaz de Mera,Match Report,
270,25.0,Sat,2021-02-27,14:00,Eibar,1.6,1–1,0.5,Huesca,,Estadio Municipal de Ipurúa,Pablo González,Match Report,
271,25.0,Sat,2021-02-27,16:15,Sevilla,0.2,0–2,1.6,Barcelona,,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,Match Report,
272,25.0,Sat,2021-02-27,18:30,Alavés,0.4,0–1,1.5,Osasuna,,Estadio de Mendizorroza,José Sánchez,Match Report,
273,25.0,Sat,2021-02-27,21:00,Getafe,0.9,3–0,0.3,Valencia,,Coliseum Alfonso Pérez,Jorge Figueroa,Match Report,
274,25.0,Sun,2021-02-28,14:00,Celta Vigo,0.9,1–1,0.7,Valladolid,,Estadio de Balaídos,David Medié,Match Report,
275,25.0,Sun,2021-02-28,16:15,Cádiz,0.2,0–1,0.4,Betis,,Estadio Ramón de Carranza,Antonio Matéu Lahoz,Match Report,
276,25.0,Sun,2021-02-28,18:30,Granada,1.1,2–1,1.2,Elche,,Estadio Nuevo Los Cármenes,Santiago Jaime,Match Report,
277,25.0,Sun,2021-02-28,21:00,Villarreal,1.8,0–2,0.6,Atlético Madrid,,Estadio de la Cerámica,Ricardo de Burgos,Match Report,
278,25.0,Mon,2021-03-01,21:00,Real Madrid,2.2,1–1,0.8,Real Sociedad,,Estadio Alfredo Di Stéfano,Jesús Gil,Match Report,
279,,,,,,,,,,,,,,
280,26.0,Fri,2021-03-05,21:00,Valencia,1.9,2–1,1.9,Villarreal,,Estadio de Mestalla,Daniel Ask,Match Report,
281,26.0,Sat,2021-03-06,14:00,Valladolid,1.2,2–1,0.9,Getafe,,Estadio Municipal José Zorrilla,Mario Melero,Match Report,
282,26.0,Sat,2021-03-06,16:15,Elche,0.9,2–1,1.2,Sevilla,,Estadio Manuel Martínez Valero,Valentín Pizarro,Match Report,
283,26.0,Sat,2021-03-06,18:30,Cádiz,1.6,1–0,1.7,Eibar,,Estadio Ramón de Carranza,Carlos del Cerro,Match Report,
284,26.0,Sat,2021-03-06,21:00,Osasuna,0.8,0–2,0.8,Barcelona,,Estadio El Sadar,Guillermo Cuadra,Match Report,
285,26.0,Sun,2021-03-07,14:00,Huesca,2.2,3–4,0.9,Celta Vigo,,Estadio El Alcoraz,José Luis Munuera,Match Report,
286,26.0,Sun,2021-03-07,16:15,Atlético Madrid,1.4,1–1,1.6,Real Madrid,,Estadio Wanda Metropolitano,Alejandro Hernández,Match Report,
287,26.0,Sun,2021-03-07,18:30,Real Sociedad,4.7,1–0,0.2,Levante,,Estadio Municipal de Anoeta,César Soto,Match Report,
288,26.0,Sun,2021-03-07,21:00,Athletic Club,1.3,2–1,2.0,Granada,,San Mamés,Juan Martínez,Match Report,
289,26.0,Mon,2021-03-08,21:00,Betis,2.0,3–2,0.8,Alavés,,Estadio Benito Villamarín,Alberola Rojas,Match Report,
290,,,,,,,,,,,,,,
291,18.0,Wed,2021-03-10,19:00,Atlético Madrid,1.5,2–1,0.6,Athletic Club,,Estadio Wanda Metropolitano,Jesús Gil,Match Report,
292,,,,,,,,,,,,,,
293,27.0,Fri,2021-03-12,21:00,Levante,0.8,1–0,0.7,Valencia,,Estadio Ciudad de Valencia,Guillermo Cuadra,Match Report,
294,27.0,Sat,2021-03-13,14:00,Alavés,1.5,1–1,1.5,Cádiz,,Estadio de Mendizorroza,Isidro Díaz de Mera,Match Report,
295,27.0,Sat,2021-03-13,16:15,Real Madrid,1.6,2–1,0.5,Elche,,Estadio Alfredo Di Stéfano,Jorge Figueroa,Match Report,
296,27.0,Sat,2021-03-13,18:30,Osasuna,0.6,0–0,1.0,Valladolid,,Estadio El Sadar,Ricardo de Burgos,Match Report,
297,27.0,Sat,2021-03-13,21:00,Getafe,0.7,0–0,1.6,Atlético Madrid,,Coliseum Alfonso Pérez,José Sánchez,Match Report,
298,27.0,Sun,2021-03-14,14:00,Celta Vigo,1.2,0–0,0.7,Athletic Club,,Estadio de Balaídos,Santiago Jaime,Match Report,
299,27.0,Sun,2021-03-14,16:15,Granada,0.4,1–0,0.4,Real Sociedad,,Estadio Nuevo Los Cármenes,Pablo González,Match Report,
300,27.0,Sun,2021-03-14,18:30,Eibar,1.4,1–3,2.8,Villarreal,,Estadio Municipal de Ipurúa,David Medié,Match Report,
301,27.0,Sun,2021-03-14,21:00,Sevilla,0.6,1–0,0.7,Betis,,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz,Match Report,
302,27.0,Mon,2021-03-15,21:00,Barcelona,1.1,4–1,2.2,Huesca,,Camp Nou,Adrián Cordero,Match Report,
303,,,,,,,,,,,,,,
304,2.0,Wed,2021-03-17,19:00,Sevilla,1.5,2–0,0.7,Elche,,Estadio Ramón Sánchez Pizjuán,Alberola Rojas,Match Report,
305,,,,,,,,,,,,,,
306,28.0,Fri,2021-03-19,21:00,Betis,2.1,2–0,0.6,Levante,,Estadio Benito Villamarín,Jesús Gil,Match Report,
307,28.0,Sat,2021-03-20,14:00,Athletic Club,1.6,1–1,0.6,Eibar,,San Mamés,Valentín Pizarro,Match Report,
308,28.0,Sat,2021-03-20,16:15,Celta Vigo,0.6,1–3,2.5,Real Madrid,,Estadio de Balaídos,Mario Melero,Match Report,
309,28.0,Sat,2021-03-20,18:30,Huesca,0.8,0–0,0.6,Osasuna,,Estadio El Alcoraz,Carlos del Cerro,Match Report,
310,28.0,Sat,2021-03-20,21:00,Valladolid,0.9,1–1,1.0,Sevilla,,Estadio Municipal José Zorrilla,Daniel Ask,Match Report,
311,28.0,Sun,2021-03-21,14:00,Getafe,1.8,1–1,1.5,Elche,,Coliseum Alfonso Pérez,Alejandro Hernández,Match Report,
312,28.0,Sun,2021-03-21,16:15,Valencia,1.9,2–1,1.2,Granada,,Estadio de Mestalla,Alberola Rojas,Match Report,
313,28.0,Sun,2021-03-21,16:15,Villarreal,2.2,2–1,0.9,Cádiz,,Estadio de la Cerámica,César Soto,Match Report,
314,28.0,Sun,2021-03-21,18:30,Atlético Madrid,0.5,1–0,1.2,Alavés,,Estadio Wanda Metropolitano,Juan Martínez,Match Report,
315,28.0,Sun,2021-03-21,21:00,Real Sociedad,0.9,1–6,2.8,Barcelona,,Estadio Municipal de Anoeta,José Luis Munuera,Match Report,
316,,,,,,,,,,,,,,
317,29.0,Fri,2021-04-02,21:00,Levante,0.6,0–2,0.8,Huesca,,Estadio Ciudad de Valencia,Jorge Figueroa,Match Report,
318,29.0,Sat,2021-04-03,14:00,Granada,1.4,0–3,3.2,Villarreal,,Estadio Nuevo Los Cármenes,Guillermo Cuadra,Match Report,
319,29.0,Sat,2021-04-03,16:15,Real Madrid,1.8,2–0,0.4,Eibar,,Estadio Alfredo Di Stéfano,Isidro Díaz de Mera,Match Report,
320,29.0,Sat,2021-04-03,18:30,Osasuna,0.2,0–0,0.3,Getafe,,Estadio El Sadar,Pablo González,Match Report,
321,29.0,Sun,2021-04-04,14:00,Alavés,2.0,1–3,2.0,Celta Vigo,,Estadio de Mendizorroza,Antonio Matéu Lahoz,Match Report,
322,29.0,Sun,2021-04-04,16:15,Elche,1.0,1–1,1.9,Betis,,Estadio Manuel Martínez Valero,Adrián Cordero,Match Report,
323,29.0,Sun,2021-04-04,18:30,Cádiz,0.6,2–1,1.2,Valencia,,Estadio Ramón de Carranza,David Medié,Match Report,
324,29.0,Sun,2021-04-04,21:00,Sevilla,2.0,1–0,0.8,Atlético Madrid,,Estadio Ramón Sánchez Pizjuán,Jesús Gil,Match Report,
325,29.0,Mon,2021-04-05,21:00,Barcelona,1.6,1–0,0.4,Valladolid,,Camp Nou,Santiago Jaime,Match Report,
326,29.0,Wed,2021-04-07,21:00,Real Sociedad,0.9,1–1,0.7,Athletic Club,,Estadio Municipal de Anoeta,José Sánchez,Match Report,
327,,,,,,,,,,,,,,
328,30.0,Fri,2021-04-09,21:00,Huesca,1.2,3–1,1.0,Elche,,Estadio El Alcoraz,Alberola Rojas,Match Report,
329,30.0,Sat,2021-04-10,14:00,Getafe,2.1,0–1,0.7,Cádiz,,Coliseum Alfonso Pérez,Ricardo de Burgos,Match Report,
330,30.0,Sat,2021-04-10,16:15,Athletic Club,1.8,0–0,0.5,Alavés,,San Mamés,Mario Melero,Match Report,
331,30.0,Sat,2021-04-10,18:30,Eibar,0.4,0–1,0.3,Levante,,Estadio Municipal de Ipurúa,Daniel Ask,Match Report,
332,30.0,Sat,2021-04-10,21:00,Real Madrid,1.5,2–1,1.3,Barcelona,,Estadio Alfredo Di Stéfano,Jesús Gil,Match Report,
333,30.0,Sun,2021-04-11,14:00,Villarreal,1.6,1–2,1.3,Osasuna,,Estadio de la Cerámica,José Luis Munuera,Match Report,
334,30.0,Sun,2021-04-11,16:15,Valencia,2.3,2–2,1.0,Real Sociedad,,Estadio de Mestalla,Valentín Pizarro,Match Report,
335,30.0,Sun,2021-04-11,18:30,Valladolid,1.2,1–2,1.5,Granada,,Estadio Municipal José Zorrilla,Carlos del Cerro,Match Report,
336,30.0,Sun,2021-04-11,21:00,Betis,0.8,1–1,1.3,Atlético Madrid,,Estadio Benito Villamarín,Guillermo Cuadra,Match Report,
337,30.0,Mon,2021-04-12,21:00,Celta Vigo,2.6,3–4,1.6,Sevilla,,Estadio de Balaídos,Alejandro Hernández,Match Report,
338,,,,,,,,,,,,,,
339,33.0,Sun,2021-04-18,14:00,Real Sociedad,0.3,1–2,3.4,Sevilla,,Estadio Municipal de Anoeta,Santiago Jaime,Match Report,
340,33.0,Sun,2021-04-18,14:00,Osasuna,0.5,2–0,0.7,Elche,,Estadio El Sadar,Jorge Figueroa,Match Report,
341,33.0,Sun,2021-04-18,16:15,Atlético Madrid,1.9,5–0,0.0,Eibar,,Estadio Wanda Metropolitano,César Soto,Match Report,
342,33.0,Sun,2021-04-18,16:15,Alavés,0.4,1–0,0.9,Huesca,,Estadio de Mendizorroza,Alejandro Hernández,Match Report,
343,33.0,Sun,2021-04-18,18:30,Cádiz,0.4,0–0,0.5,Celta Vigo,,Estadio Ramón de Carranza,Pablo González,Match Report,
344,33.0,Sun,2021-04-18,18:30,Betis,0.7,2–2,1.6,Valencia,,Estadio Benito Villamarín,Alberola Rojas,Match Report,
345,33.0,Sun,2021-04-18,21:00,Levante,1.0,1–5,1.5,Villarreal,,Estadio Ciudad de Valencia,Ricardo de Burgos,Match Report,
346,33.0,Sun,2021-04-18,21:00,Getafe,1.8,0–0,0.5,Real Madrid,,Coliseum Alfonso Pérez,José Sánchez,Match Report,
347,,,,,,,,,,,,,,
348,31.0,Wed,2021-04-21,19:00,Osasuna,2.9,3–1,1.1,Valencia,,Estadio El Sadar,Mario Melero,Match Report,
349,31.0,Wed,2021-04-21,19:00,Levante,0.3,0–1,2.0,Sevilla,,Estadio Ciudad de Valencia,Valentín Pizarro,Match Report,
350,31.0,Wed,2021-04-21,20:00,Betis,0.2,0–0,0.8,Athletic Club,,Estadio Benito Villamarín,David Medié,Match Report,
351,31.0,Wed,2021-04-21,21:00,Alavés,1.7,2–1,1.5,Villarreal,,Estadio de Mendizorroza,Adrián Cordero,Match Report,
352,31.0,Wed,2021-04-21,21:00,Elche,1.5,1–1,1.1,Valladolid,,Estadio Manuel Martínez Valero,José Sánchez,Match Report,
353,31.0,Wed,2021-04-21,22:00,Cádiz,1.0,0–3,3.2,Real Madrid,,Estadio Ramón de Carranza,Antonio Matéu Lahoz,Match Report,
354,31.0,Thu,2021-04-22,19:00,Atlético Madrid,2.2,2–0,1.5,Huesca,,Estadio Wanda Metropolitano,José Luis Munuera,Match Report,
355,31.0,Thu,2021-04-22,21:00,Real Sociedad,2.2,2–1,0.6,Celta Vigo,,Estadio Municipal de Anoeta,Jesús Gil,Match Report,
356,31.0,Thu,2021-04-22,21:00,Granada,1.4,4–1,1.7,Eibar,,Estadio Nuevo Los Cármenes,Santiago Jaime,Match Report,
357,31.0,Thu,2021-04-22,22:00,Barcelona,1.7,5–2,1.5,Getafe,,Camp Nou,Jorge Figueroa,Match Report,
358,,,,,,,,,,,,,,
359,32.0,Sat,2021-04-24,14:00,Elche,0.4,1–0,0.3,Levante,,Estadio Manuel Martínez Valero,David Medié,Match Report,
360,32.0,Sat,2021-04-24,16:15,Valladolid,2.9,1–1,1.1,Cádiz,,Estadio Municipal José Zorrilla,Alberola Rojas,Match Report,
361,32.0,Sat,2021-04-24,18:30,Valencia,1.0,1–1,1.0,Alavés,,Estadio de Mestalla,Guillermo Cuadra,Match Report,
362,32.0,Sat,2021-04-24,21:00,Real Madrid,1.0,0–0,0.9,Betis,,Estadio Alfredo Di Stéfano,Daniel Ask,Match Report,
363,32.0,Sun,2021-04-25,14:00,Huesca,0.8,0–2,0.7,Getafe,,Estadio El Alcoraz,Juan Martínez,Match Report,
364,32.0,Sun,2021-04-25,16:15,Villarreal,0.9,1–2,2.8,Barcelona,,Estadio de la Cerámica,Carlos del Cerro,Match Report,
365,32.0,Sun,2021-04-25,18:30,Celta Vigo,0.7,2–1,1.4,Osasuna,,Estadio de Balaídos,César Soto,Match Report,
366,32.0,Sun,2021-04-25,18:30,Sevilla,1.3,2–1,0.9,Granada,,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,Match Report,
367,32.0,Sun,2021-04-25,21:00,Athletic Club,1.2,2–1,0.8,Atlético Madrid,,San Mamés,Pablo González,Match Report,
368,32.0,Mon,2021-04-26,21:00,Eibar,1.2,0–1,0.7,Real Sociedad,,Estadio Municipal de Ipurúa,Jorge Figueroa,Match Report,
369,,,,,,,,,,,,,,
370,33.0,Wed,2021-04-28,19:00,Athletic Club,1.5,2–2,0.8,Valladolid,,San Mamés,Adrián Cordero,Match Report,
371,33.0,Thu,2021-04-29,19:00,Barcelona,1.4,1–2,0.7,Granada,,Camp Nou,Pablo González,Match Report,
372,,,,,,,,,,,,,,
373,34.0,Fri,2021-04-30,21:00,Celta Vigo,2.3,2–0,1.2,Levante,,Estadio de Balaídos,Santiago Jaime,Match Report,
374,34.0,Sat,2021-05-01,14:00,Eibar,1.5,3–0,0.2,Alavés,,Estadio Municipal de Ipurúa,José Luis Munuera,Match Report,
375,34.0,Sat,2021-05-01,16:15,Elche,1.2,0–1,0.9,Atlético Madrid,,Estadio Manuel Martínez Valero,Mario Melero,Match Report,
376,34.0,Sat,2021-05-01,18:30,Huesca,0.6,1–0,0.3,Real Sociedad,,Estadio El Alcoraz,Antonio Matéu Lahoz,Match Report,
377,34.0,Sat,2021-05-01,21:00,Real Madrid,1.7,2–0,0.1,Osasuna,,Estadio Alfredo Di Stéfano,Guillermo Cuadra,Match Report,
378,34.0,Sun,2021-05-02,14:00,Valladolid,1.2,1–1,2.2,Betis,,Estadio Municipal José Zorrilla,Valentín Pizarro,Match Report,
379,34.0,Sun,2021-05-02,16:15,Villarreal,0.2,1–0,0.6,Getafe,,Estadio de la Cerámica,Daniel Ask,Match Report,
380,34.0,Sun,2021-05-02,18:30,Granada,0.9,0–1,1.2,Cádiz,,Estadio Nuevo Los Cármenes,Isidro Díaz de Mera,Match Report,
381,34.0,Sun,2021-05-02,21:00,Valencia,1.2,2–3,3.0,Barcelona,,Estadio de Mestalla,José Sánchez,Match Report,
382,34.0,Mon,2021-05-03,21:00,Sevilla,1.1,0–1,0.7,Athletic Club,,Estadio Ramón Sánchez Pizjuán,Jesús Gil,Match Report,
383,,,,,,,,,,,,,,
384,35.0,Fri,2021-05-07,21:00,Real Sociedad,2.4,2–0,0.2,Elche,,Estadio Municipal de Anoeta,Adrián Cordero,Match Report,
385,35.0,Sat,2021-05-08,14:00,Alavés,1.2,2–2,0.8,Levante,,Estadio de Mendizorroza,Carlos del Cerro,Match Report,
386,35.0,Sat,2021-05-08,16:15,Barcelona,0.9,0–0,0.8,Atlético Madrid,,Camp Nou,Antonio Matéu Lahoz,Match Report,
387,35.0,Sat,2021-05-08,18:30,Cádiz,0.9,2–1,0.7,Huesca,,Estadio Ramón de Carranza,Alejandro Hernández,Match Report,
388,35.0,Sat,2021-05-08,21:00,Athletic Club,1.6,2–2,1.3,Osasuna,,San Mamés,Valentín Pizarro,Match Report,
389,35.0,Sun,2021-05-09,14:00,Getafe,0.8,0–1,1.1,Eibar,,Coliseum Alfonso Pérez,Alberola Rojas,Match Report,
390,35.0,Sun,2021-05-09,16:15,Valencia,1.3,3–0,1.0,Valladolid,,Estadio de Mestalla,Jesús Gil,Match Report,
391,35.0,Sun,2021-05-09,18:30,Villarreal,3.0,2–4,2.0,Celta Vigo,,Estadio de la Cerámica,David Medié,Match Report,
392,35.0,Sun,2021-05-09,21:00,Real Madrid,0.9,2–2,1.2,Sevilla,,Estadio Alfredo Di Stéfano,Juan Martínez,Match Report,
393,35.0,Mon,2021-05-10,21:00,Betis,1.7,2–1,1.5,Granada,,Estadio Benito Villamarín,César Soto,Match Report,
394,,,,,,,,,,,,,,
395,36.0,Tue,2021-05-11,19:00,Osasuna,2.1,3–2,1.7,Cádiz,,Estadio El Sadar,Santiago Jaime,Match Report,
396,36.0,Tue,2021-05-11,20:00,Elche,0.8,0–2,1.6,Alavés,,Estadio Manuel Martínez Valero,Pablo González,Match Report,
397,36.0,Tue,2021-05-11,22:00,Levante,1.1,3–3,2.7,Barcelona,,Estadio Ciudad de Valencia,José Luis Munuera,Match Report,
398,36.0,Wed,2021-05-12,19:00,Sevilla,0.9,1–0,0.4,Valencia,,Estadio Ramón Sánchez Pizjuán,Daniel Ask,Match Report,
399,36.0,Wed,2021-05-12,20:00,Huesca,1.2,1–0,0.5,Athletic Club,,Estadio El Alcoraz,Jorge Figueroa,Match Report,
400,36.0,Wed,2021-05-12,20:00,Celta Vigo,0.4,1–0,1.3,Getafe,,Estadio de Balaídos,Mario Melero,Match Report,
401,36.0,Wed,2021-05-12,22:00,Atlético Madrid,1.4,2–1,1.7,Real Sociedad,,Estadio Wanda Metropolitano,Guillermo Cuadra,Match Report,
402,36.0,Thu,2021-05-13,19:00,Valladolid,1.0,0–2,0.6,Villarreal,,Estadio Municipal José Zorrilla,Ricardo de Burgos,Match Report,
403,36.0,Thu,2021-05-13,20:00,Eibar,1.2,1–1,0.8,Betis,,Estadio Municipal de Ipurúa,Isidro Díaz de Mera,Match Report,
404,36.0,Thu,2021-05-13,22:00,Granada,1.9,1–4,1.3,Real Madrid,,Estadio Nuevo Los Cármenes,Jesús Gil,Match Report,
405,,,,,,,,,,,,,,
406,37.0,Sun,2021-05-16,18:30,Betis,1.1,1–0,0.3,Huesca,,Estadio Benito Villamarín,Pablo González,Match Report,
407,37.0,Sun,2021-05-16,18:30,Cádiz,1.1,1–3,2.4,Elche,,Estadio Ramón de Carranza,César Soto,Match Report,
408,37.0,Sun,2021-05-16,18:30,Villarreal,1.2,4–0,1.6,Sevilla,4800.0,Estadio de la Cerámica,Guillermo Cuadra,Match Report,
409,37.0,Sun,2021-05-16,18:30,Real Sociedad,1.8,4–1,1.6,Valladolid,,Estadio Municipal de Anoeta,Carlos del Cerro,Match Report,
