,rank,team,country,level,elo,to
10444,83.0,Espanyol,ESP,2,1625.69006348,2021-02-13
10445,84.0,Espanyol,ESP,2,1625.69006348,2021-02-14
10446,78.0,Espanyol,ESP,2,1636.0447998,2021-02-16
10447,82.0,Espanyol,ESP,2,1629.57824707,2021-02-17
10448,86.0,Espanyol,ESP,2,1626.29187012,2021-02-18
10449,82.0,Espanyol,ESP,2,1630.6940918,2021-02-20
10450,80.0,Espanyol,ESP,2,1633.60437012,2021-02-21
10451,79.0,Espanyol,ESP,2,1633.60437012,2021-02-23
10452,81.0,Espanyol,ESP,2,1630.9362793,2021-02-24
10453,80.0,Espanyol,ESP,2,1632.64428711,2021-02-25
10454,80.0,Espanyol,ESP,2,1633.82299805,2021-02-26
10455,79.0,Espanyol,ESP,2,1633.82299805,2021-02-27
10456,78.0,Espanyol,ESP,2,1633.82299805,2021-02-28
10457,78.0,Espanyol,ESP,2,1633.06652832,2021-03-05
10458,80.0,Espanyol,ESP,2,1628.35107422,2021-03-09
10459,81.0,Espanyol,ESP,2,1627.8515625,2021-03-10
10460,81.0,Espanyol,ESP,2,1627.23413086,2021-03-11
10461,80.0,Espanyol,ESP,2,1632.07946777,2021-03-13
10462,81.0,Espanyol,ESP,2,1630.02404785,2021-03-14
10463,82.0,Espanyol,ESP,2,1630.02404785,2021-03-16
10464,82.0,Espanyol,ESP,2,1632.24707031,2021-03-17
10465,83.0,Espanyol,ESP,2,1628.34008789,2021-03-18
10466,82.0,Espanyol,ESP,2,1628.80688477,2021-03-20
10467,79.0,Espanyol,ESP,2,1633.73181152,2021-03-26
10468,77.0,Espanyol,ESP,2,1640.60449219,2021-04-01
10469,73.0,Espanyol,ESP,2,1649.33154297,2021-04-04
10470,69.0,Espanyol,ESP,2,1657.23205566,2021-04-06
10471,68.0,Espanyol,ESP,2,1660.45483398,2021-04-08
10472,68.0,Espanyol,ESP,2,1660.93615723,2021-04-11
10473,65.0,Espanyol,ESP,2,1666.63879395,2021-04-14
10474,63.0,Espanyol,ESP,2,1667.74829102,2021-04-15
10475,64.0,Espanyol,ESP,2,1668.74658203,2021-04-16
10476,65.0,Espanyol,ESP,2,1668.74658203,2021-04-17
10477,64.0,Espanyol,ESP,2,1668.74658203,2021-04-18
10478,65.0,Espanyol,ESP,2,1668.74658203,2021-04-19
10479,65.0,Espanyol,ESP,2,1667.88830566,2021-04-20
10480,66.0,Espanyol,ESP,2,1667.88830566,2021-04-21
10481,67.0,Espanyol,ESP,2,1667.88830566,2021-04-24
10482,65.0,Espanyol,ESP,2,1674.57666016,2021-04-25
10483,66.0,Espanyol,ESP,2,1674.57666016,2021-04-27
10484,66.0,Espanyol,ESP,2,1673.83398438,2021-04-28
10485,67.0,Espanyol,ESP,2,1673.83398438,2021-04-29
10486,66.0,Espanyol,ESP,2,1675.51379395,2021-04-30
10487,65.0,Espanyol,ESP,2,1675.51379395,2021-05-02
10488,61.0,Espanyol,ESP,2,1681.27990723,2021-05-05
10489,64.0,Espanyol,ESP,2,1676.49731445,2021-05-06
10490,62.0,Espanyol,ESP,2,1678.62634277,2021-05-08
10491,63.0,Espanyol,ESP,2,1674.89892578,2021-05-14
10492,73.0,Espanyol,ESP,2,1654.39245605,2021-05-15
10493,74.0,Espanyol,ESP,2,1654.39245605,2021-05-16
10494,72.0,Espanyol,ESP,2,1654.39245605,2021-05-17
10495,71.0,Espanyol,ESP,2,1654.39245605,2021-05-18
10496,69.0,Espanyol,ESP,2,1664.1697998,2021-05-21
10497,68.0,Espanyol,ESP,2,1664.1697998,2021-05-22
10498,69.0,Espanyol,ESP,2,1664.1697998,2021-05-23
10499,71.0,Espanyol,ESP,2,1658.80737305,2021-05-26
10500,71.0,Espanyol,ESP,2,1659.74914551,2021-05-30
10501,74.0,Espanyol,ESP,2,1648.59558105,2021-07-01
10502,74.0,Espanyol,ESP,1,1648.59558105,2021-08-12
10503,73.0,Espanyol,ESP,1,1648.59558105,2021-08-14
10504,73.0,Espanyol,ESP,1,1651.18383789,2021-08-17
10505,74.0,Espanyol,ESP,1,1651.18383789,2021-08-18
10506,73.0,Espanyol,ESP,1,1651.18383789,2021-08-20
10507,72.0,Espanyol,ESP,1,1651.18383789,2021-08-21
10508,72.0,Espanyol,ESP,1,1654.28369141,2021-08-25
10509,71.0,Espanyol,ESP,1,1654.28369141,2021-08-27
10510,73.0,Espanyol,ESP,1,1647.20861816,2021-08-28
10511,74.0,Espanyol,ESP,1,1647.20861816,2021-08-29
10512,75.0,Espanyol,ESP,1,1647.20861816,2021-09-11
10513,72.0,Espanyol,ESP,1,1647.20861816,2021-09-12
10514,74.0,Espanyol,ESP,1,1643.52819824,2021-09-14
10515,76.0,Espanyol,ESP,1,1637.30981445,2021-09-15
10516,79.0,Espanyol,ESP,1,1638.79223633,2021-09-16
10517,76.0,Espanyol,ESP,1,1639.91711426,2021-09-18
10518,74.0,Espanyol,ESP,1,1639.91711426,2021-09-19
10519,72.0,Espanyol,ESP,1,1643.97314453,2021-09-22
10520,70.0,Espanyol,ESP,1,1649.63208008,2021-09-23
10521,69.0,Espanyol,ESP,1,1649.63208008,2021-09-25
10522,72.0,Espanyol,ESP,1,1645.68054199,2021-09-26
10523,71.0,Espanyol,ESP,1,1645.68054199,2021-09-27
10524,70.0,Espanyol,ESP,1,1645.68054199,2021-09-28
10525,73.0,Espanyol,ESP,1,1642.81408691,2021-09-29
10526,75.0,Espanyol,ESP,1,1636.50964355,2021-09-30
10527,75.0,Espanyol,ESP,1,1637.375,2021-10-01
10528,74.0,Espanyol,ESP,1,1637.375,2021-10-02
10529,75.0,Espanyol,ESP,1,1637.375,2021-10-03
10530,70.0,Espanyol,ESP,1,1651.29223633,2021-10-17
10531,71.0,Espanyol,ESP,1,1651.29223633,2021-10-18
10532,67.0,Espanyol,ESP,1,1658.89501953,2021-10-19
10533,67.0,Espanyol,ESP,1,1659.35473633,2021-10-20
10534,64.0,Espanyol,ESP,1,1663.76977539,2021-10-21
10535,64.0,Espanyol,ESP,1,1664.81103516,2021-10-22
10536,65.0,Espanyol,ESP,1,1664.81103516,2021-10-23
10537,67.0,Espanyol,ESP,1,1664.65148926,2021-10-24
10538,68.0,Espanyol,ESP,1,1664.65148926,2021-10-26
10539,68.0,Espanyol,ESP,1,1664.98510742,2021-10-29
10540,69.0,Espanyol,ESP,1,1664.98510742,2021-10-31
10541,71.0,Espanyol,ESP,1,1656.69152832,2021-11-01
10542,72.0,Espanyol,ESP,1,1656.69152832,2021-11-02
10543,72.0,Espanyol,ESP,1,1655.90612793,2021-11-03
10544,73.0,Espanyol,ESP,1,1654.73083496,2021-11-04
10545,75.0,Espanyol,ESP,1,1648.69604492,2021-11-06
10546,72.0,Espanyol,ESP,1,1658.54760742,2021-11-07
10547,71.0,Espanyol,ESP,1,1658.54760742,2021-11-20
10548,72.0,Espanyol,ESP,1,1655.62182617,2021-11-21
10549,71.0,Espanyol,ESP,1,1655.62182617,2021-11-23
10550,71.0,Espanyol,ESP,1,1653.1998291,2021-11-24
10551,71.0,Espanyol,ESP,1,1650.41784668,2021-11-25
10552,71.0,Espanyol,ESP,1,1648.85192871,2021-11-28
10553,69.0,Espanyol,ESP,1,1658.52697754,2021-12-01
10554,71.0,Espanyol,ESP,1,1658.52697754,2021-12-04
10555,70.0,Espanyol,ESP,1,1658.52697754,2021-12-05
10556,71.0,Espanyol,ESP,1,1651.62084961,2021-12-07
10557,70.0,Espanyol,ESP,1,1658.12353516,2021-12-08
10558,71.0,Espanyol,ESP,1,1654.23803711,2021-12-09
10559,71.0,Espanyol,ESP,1,1657.50341797,2021-12-11
10560,68.0,Espanyol,ESP,1,1662.6817627,2021-12-12
10561,70.0,Espanyol,ESP,1,1662.6817627,2021-12-13
10562,69.0,Espanyol,ESP,1,1662.6817627,2021-12-15
10563,68.0,Espanyol,ESP,1,1662.6817627,2021-12-17
10564,74.0,Espanyol,ESP,1,1654.48376465,2021-12-18
10565,75.0,Espanyol,ESP,1,1654.48376465,2021-12-19
10566,76.0,Espanyol,ESP,1,1654.48376465,2021-12-22
10567,75.0,Espanyol,ESP,1,1654.48376465,2021-12-28
10568,74.0,Espanyol,ESP,1,1654.48376465,2021-12-31
10569,67.0,Espanyol,ESP,1,1665.81726074,2022-01-09
10570,68.0,Espanyol,ESP,1,1665.81726074,2022-01-10
10571,74.0,Espanyol,ESP,1,1653.9666748,2022-01-11
10572,75.0,Espanyol,ESP,1,1653.9666748,2022-01-18
10573,76.0,Espanyol,ESP,1,1653.1998291,2022-01-19
10574,74.0,Espanyol,ESP,1,1653.1998291,2022-01-20
10575,75.0,Espanyol,ESP,1,1653.1998291,2022-01-21
10576,79.0,Espanyol,ESP,1,1640.41455078,2022-02-02
10577,78.0,Espanyol,ESP,1,1640.41455078,2022-02-05
10578,77.0,Espanyol,ESP,1,1640.41455078,2022-02-07
10579,78.0,Espanyol,ESP,1,1635.7989502,2022-02-12
10580,77.0,Espanyol,ESP,1,1635.7989502,2022-02-13
10581,76.0,Espanyol,ESP,1,1639.79943848,2022-02-15
10582,78.0,Espanyol,ESP,1,1638.58117676,2022-02-16
10583,77.0,Espanyol,ESP,1,1638.58117676,2022-02-17
10584,76.0,Espanyol,ESP,1,1641.27148438,2022-02-20
10585,78.0,Espanyol,ESP,1,1645.07995605,2022-02-22
10586,78.0,Espanyol,ESP,1,1644.50549316,2022-02-23
10587,78.0,Espanyol,ESP,1,1644.00939941,2022-02-24
10588,78.0,Espanyol,ESP,1,1644.34106445,2022-02-25
10589,77.0,Espanyol,ESP,1,1644.34106445,2022-02-26
10590,76.0,Espanyol,ESP,1,1644.34106445,2022-02-27
10591,78.0,Espanyol,ESP,1,1638.49487305,2022-03-05
10592,75.0,Espanyol,ESP,1,1648.40478516,2022-03-09
10593,75.0,Espanyol,ESP,1,1649.96435547,2022-03-10
10594,74.0,Espanyol,ESP,1,1650.49536133,2022-03-12
10595,73.0,Espanyol,ESP,1,1650.8302002,2022-03-15
10596,73.0,Espanyol,ESP,1,1654.88330078,2022-03-16
10597,69.0,Espanyol,ESP,1,1661.07470703,2022-03-17
10598,71.0,Espanyol,ESP,1,1656.3260498,2022-03-18
10599,72.0,Espanyol,ESP,1,1656.3260498,2022-03-20
10600,69.0,Espanyol,ESP,1,1661.28430176,2022-04-02
10601,70.0,Espanyol,ESP,1,1661.28430176,2022-04-04
10602,70.0,Espanyol,ESP,1,1656.86791992,2022-04-05
10603,71.0,Espanyol,ESP,1,1656.3659668,2022-04-06
10604,70.0,Espanyol,ESP,1,1660.98608398,2022-04-07
10605,70.0,Espanyol,ESP,1,1661.03234863,2022-04-10
10606,62.0,Espanyol,ESP,1,1668.73461914,2022-04-12
10607,62.0,Espanyol,ESP,1,1672.22375488,2022-04-13
10608,62.0,Espanyol,ESP,1,1671.35656738,2022-04-14
10609,66.0,Espanyol,ESP,1,1665.74060059,2022-04-15
10610,65.0,Espanyol,ESP,1,1665.74060059,2022-04-17
10611,67.0,Espanyol,ESP,1,1663.21606445,2022-04-19
10612,68.0,Espanyol,ESP,1,1663.21606445,2022-04-21
10613,73.0,Espanyol,ESP,1,1652.11352539,2022-04-23
10614,74.0,Espanyol,ESP,1,1652.11352539,2022-04-24
10615,73.0,Espanyol,ESP,1,1652.11352539,2022-04-26
10616,73.0,Espanyol,ESP,1,1651.25769043,2022-04-27
10617,73.0,Espanyol,ESP,1,1650.50292969,2022-04-30
10618,74.0,Espanyol,ESP,1,1647.86791992,2022-05-03
10619,74.0,Espanyol,ESP,1,1647.26147461,2022-05-04
10620,71.0,Espanyol,ESP,1,1652.0682373,2022-05-07
10621,70.0,Espanyol,ESP,1,1652.0682373,2022-05-08
10622,72.0,Espanyol,ESP,1,1651.39123535,2022-05-09
10623,73.0,Espanyol,ESP,1,1651.39123535,2022-05-11
10624,76.0,Espanyol,ESP,1,1643.34472656,2022-05-12
10625,75.0,Espanyol,ESP,1,1643.34472656,2022-05-14
10626,75.0,Espanyol,ESP,1,1642.81433105,2022-05-16
10627,74.0,Espanyol,ESP,1,1642.81433105,2022-05-19
10628,73.0,Espanyol,ESP,1,1642.81433105,2022-05-21
10629,74.0,Espanyol,ESP,1,1642.81433105,2022-05-22
10630,75.0,Espanyol,ESP,1,1644.52844238,2022-05-28
10631,74.0,Espanyol,ESP,1,1647.61437988,2022-07-24
10632,75.0,Espanyol,ESP,1,1647.61437988,2022-07-31
10633,74.0,Espanyol,ESP,1,1647.61437988,2022-08-09
10634,75.0,Espanyol,ESP,1,1647.61437988,2022-08-12
10635,76.0,Espanyol,ESP,1,1647.61437988,2022-08-13
10636,75.0,Espanyol,ESP,1,1650.83276367,2022-08-14
10637,76.0,Espanyol,ESP,1,1650.83276367,2022-08-15
10638,75.0,Espanyol,ESP,1,1650.83276367,2022-08-18
10639,74.0,Espanyol,ESP,1,1651.17248535,2022-08-19
10640,82.0,Espanyol,ESP,1,1636.94824219,2022-08-20
10641,80.0,Espanyol,ESP,1,1636.94824219,2022-08-21
10642,82.0,Espanyol,ESP,1,1636.94824219,2022-08-25
10643,82.0,Espanyol,ESP,1,1637.38671875,2022-08-27
10644,83.0,Espanyol,ESP,1,1637.38671875,2022-08-28
10645,85.0,Espanyol,ESP,1,1634.59973145,2022-08-29
10646,84.0,Espanyol,ESP,1,1634.59973145,2022-08-31
10647,85.0,Espanyol,ESP,1,1634.59973145,2022-09-01
10648,84.0,Espanyol,ESP,1,1634.59973145,2022-09-03
10649,85.0,Espanyol,ESP,1,1634.59973145,2022-09-04
10650,77.0,Espanyol,ESP,1,1646.97119141,2022-09-05
10651,78.0,Espanyol,ESP,1,1646.97119141,2022-09-06
10652,80.0,Espanyol,ESP,1,1645.77648926,2022-09-07
10653,77.0,Espanyol,ESP,1,1648.63671875,2022-09-08
10654,74.0,Espanyol,ESP,1,1652.8223877,2022-09-09
10655,73.0,Espanyol,ESP,1,1652.8223877,2022-09-10
10656,80.0,Espanyol,ESP,1,1646.76989746,2022-09-11
10657,78.0,Espanyol,ESP,1,1646.76989746,2022-09-12
10658,77.0,Espanyol,ESP,1,1646.76989746,2022-09-13
10659,81.0,Espanyol,ESP,1,1639.72558594,2022-09-14
10660,81.0,Espanyol,ESP,1,1639.22619629,2022-09-15
10661,77.0,Espanyol,ESP,1,1640.85192871,2022-09-18
10662,78.0,Espanyol,ESP,1,1636.84521484,2022-10-02
10663,77.0,Espanyol,ESP,1,1637.29577637,2022-10-04
10664,82.0,Espanyol,ESP,1,1629.50854492,2022-10-05
10665,84.0,Espanyol,ESP,1,1624.90893555,2022-10-06
10666,81.0,Espanyol,ESP,1,1629.78479004,2022-10-09
10667,82.0,Espanyol,ESP,1,1630.97973633,2022-10-10
10668,81.0,Espanyol,ESP,1,1630.97973633,2022-10-11
10669,81.0,Espanyol,ESP,1,1629.99316406,2022-10-12
10670,82.0,Espanyol,ESP,1,1627.10522461,2022-10-13
10671,79.0,Espanyol,ESP,1,1627.53393555,2022-10-16
10672,76.0,Espanyol,ESP,1,1634.31213379,2022-10-19
10673,78.0,Espanyol,ESP,1,1634.31213379,2022-10-20
10674,79.0,Espanyol,ESP,1,1628.49926758,2022-10-23
10675,81.0,Espanyol,ESP,1,1625.60888672,2022-10-25
10676,82.0,Espanyol,ESP,1,1623.59008789,2022-10-26
10677,87.0,Espanyol,ESP,1,1618.19750977,2022-10-27
10678,87.0,Espanyol,ESP,1,1617.8770752,2022-10-28
10679,86.0,Espanyol,ESP,1,1619.51428223,2022-10-30
10680,87.0,Espanyol,ESP,1,1619.51428223,2022-11-01
10681,87.0,Espanyol,ESP,1,1619.01574707,2022-11-02
10682,87.0,Espanyol,ESP,1,1619.01965332,2022-11-03
10683,94.0,Espanyol,ESP,1,1609.69372559,2022-11-05
10684,93.0,Espanyol,ESP,1,1609.69372559,2022-11-06
10685,92.0,Espanyol,ESP,1,1615.96813965,2022-11-08
10686,90.0,Espanyol,ESP,1,1615.96813965,2022-11-09
10687,94.0,Espanyol,ESP,1,1610.00793457,2022-11-13
10688,95.0,Espanyol,ESP,1,1610.00793457,2022-11-27
10689,94.0,Espanyol,ESP,1,1610.00793457,2022-12-04
10690,95.0,Espanyol,ESP,1,1610.00793457,2022-12-08
10691,94.0,Espanyol,ESP,1,1610.00793457,2022-12-12
10692,95.0,Espanyol,ESP,1,1610.00793457,2022-12-31
10693,92.0,Espanyol,ESP,1,1617.47167969,2023-01-04
10694,91.0,Espanyol,ESP,1,1617.47167969,2023-01-07
10695,90.0,Espanyol,ESP,1,1615.16418457,2023-01-08
10696,91.0,Espanyol,ESP,1,1615.16418457,2023-01-11
10697,92.0,Espanyol,ESP,1,1615.16418457,2023-01-13
10698,93.0,Espanyol,ESP,1,1615.16418457,2023-01-14
10699,94.0,Espanyol,ESP,1,1615.16418457,2023-01-15
10700,86.0,Espanyol,ESP,1,1625.58398438,2023-01-20
10701,87.0,Espanyol,ESP,1,1625.58398438,2023-01-21
10702,76.0,Espanyol,ESP,1,1635.58740234,2023-01-27
10703,87.0,Espanyol,ESP,1,1625.71850586,2023-01-28
10704,88.0,Espanyol,ESP,1,1625.71850586,2023-02-01
10705,89.0,Espanyol,ESP,1,1625.71850586,2023-02-03
10706,90.0,Espanyol,ESP,1,1625.71850586,2023-02-04
10707,90.0,Espanyol,ESP,1,1624.8503418,2023-02-05
10708,91.0,Espanyol,ESP,1,1624.8503418,2023-02-11
10709,90.0,Espanyol,ESP,1,1624.8503418,2023-02-12
10710,88.0,Espanyol,ESP,1,1624.8503418,2023-02-13
10711,93.0,Espanyol,ESP,1,1618.92785645,2023-02-15
10712,94.0,Espanyol,ESP,1,1618.92785645,2023-02-16
10713,92.0,Espanyol,ESP,1,1622.25341797,2023-02-19
10714,85.0,Espanyol,ESP,1,1630.45397949,2023-02-20
10715,86.0,Espanyol,ESP,1,1630.45397949,2023-02-21
10716,85.0,Espanyol,ESP,1,1634.97302246,2023-02-23
10717,89.0,Espanyol,ESP,1,1631.05810547,2023-02-25
10718,82.0,Espanyol,ESP,1,1637.7578125,2023-02-26
10719,84.0,Espanyol,ESP,1,1637.7578125,2023-03-04
10720,83.0,Espanyol,ESP,1,1637.7578125,2023-03-05
10721,86.0,Espanyol,ESP,1,1630.8392334,2023-03-07
10722,85.0,Espanyol,ESP,1,1630.8392334,2023-03-09
10723,86.0,Espanyol,ESP,1,1627.97546387,2023-03-11
10724,86.0,Espanyol,ESP,1,1626.19799805,2023-03-15
10725,84.0,Espanyol,ESP,1,1627.89953613,2023-03-16
10726,90.0,Espanyol,ESP,1,1619.49267578,2023-03-18
10727,97.0,Espanyol,ESP,1,1607.35717773,2023-03-19
10728,98.0,Espanyol,ESP,1,1607.35717773,2023-03-25
10729,99.0,Espanyol,ESP,1,1607.35717773,2023-03-31
10730,98.0,Espanyol,ESP,1,1607.35717773,2023-04-01
10731,,Espanyol,ESP,1,1601.34057617,2023-04-08
10732,,Espanyol,ESP,1,1594.00976562,2023-04-12
10733,,Espanyol,ESP,1,1595.88110352,2023-04-13
10734,,Espanyol,ESP,1,1596.79467773,2023-04-15
10735,,Espanyol,ESP,1,1591.80822754,2023-04-18
10736,,Espanyol,ESP,1,1593.77954102,2023-04-20
10737,,Espanyol,ESP,1,1601.91796875,2023-04-21
10738,,Espanyol,ESP,1,1600.90991211,2023-04-27
10739,,Espanyol,ESP,1,1596.34802246,2023-04-30
10740,,Espanyol,ESP,1,1603.61254883,2023-05-04
10741,,Espanyol,ESP,1,1600.62011719,2023-05-09
10742,,Espanyol,ESP,1,1600.49621582,2023-05-11
10743,,Espanyol,ESP,1,1601.28662109,2023-05-14
10744,,Espanyol,ESP,1,1596.7935791,2023-05-17
10745,,Espanyol,ESP,1,1594.07177734,2023-05-18
10746,,Espanyol,ESP,1,1597.37243652,2023-05-21
10747,,Espanyol,ESP,1,1608.3560791,2023-05-24
10748,,Espanyol,ESP,1,1612.64733887,2023-05-27
10749,100.0,Espanyol,ESP,1,1612.64733887,2023-05-28
10750,99.0,Espanyol,ESP,1,1616.12329102,2023-05-31
10751,99.0,Espanyol,ESP,1,1616.28735352,2023-06-04
10752,100.0,Espanyol,ESP,1,1614.1496582,2023-07-01
10753,100.0,Espanyol,ESP,2,1614.1496582,2023-07-21
10754,99.0,Espanyol,ESP,2,1614.1496582,2023-07-25
10755,100.0,Espanyol,ESP,2,1614.1496582,2023-07-27
10756,,Espanyol,ESP,2,1614.1496582,2023-08-03
10757,100.0,Espanyol,ESP,2,1614.1496582,2023-08-08
10758,99.0,Espanyol,ESP,2,1614.1496582,2023-08-09
10759,100.0,Espanyol,ESP,2,1614.1496582,2023-08-10
10760,99.0,Espanyol,ESP,2,1614.1496582,2023-08-13
10761,,Espanyol,ESP,2,1613.31933594,2023-08-17
10762,99.0,Espanyol,ESP,2,1613.31933594,2023-08-18
10763,98.0,Espanyol,ESP,2,1613.31933594,2023-08-19
10764,95.0,Espanyol,ESP,2,1618.64868164,2023-08-24
10765,97.0,Espanyol,ESP,2,1616.03625488,2023-08-25
10766,98.0,Espanyol,ESP,2,1616.03625488,2023-08-27
10767,95.0,Espanyol,ESP,2,1621.86486816,2023-08-29
10768,96.0,Espanyol,ESP,2,1621.86486816,2023-08-31
10769,97.0,Espanyol,ESP,2,1620.91394043,2023-09-01
10770,96.0,Espanyol,ESP,2,1620.91394043,2023-09-02
10771,95.0,Espanyol,ESP,2,1620.91394043,2023-09-03
10772,94.0,Espanyol,ESP,2,1623.44812012,2023-09-08
10773,86.0,Espanyol,ESP,2,1640.16784668,2023-09-17
10774,90.0,Espanyol,ESP,2,1633.2064209,2023-09-19
10775,89.0,Espanyol,ESP,2,1634.74707031,2023-09-20
10776,90.0,Espanyol,ESP,2,1635.2220459,2023-09-21
10777,93.0,Espanyol,ESP,2,1627.06274414,2023-09-25
10778,97.0,Espanyol,ESP,2,1618.8157959,2023-09-27
10779,95.0,Espanyol,ESP,2,1618.8157959,2023-09-28
10780,96.0,Espanyol,ESP,2,1618.8157959,2023-09-30
10781,95.0,Espanyol,ESP,2,1618.8157959,2023-10-01
10782,96.0,Espanyol,ESP,2,1618.8157959,2023-10-02
10783,94.0,Espanyol,ESP,2,1623.21240234,2023-10-03
10784,87.0,Espanyol,ESP,2,1631.5612793,2023-10-04
10785,85.0,Espanyol,ESP,2,1635.56140137,2023-10-05
10786,79.0,Espanyol,ESP,2,1646.23120117,2023-10-08
10787,78.0,Espanyol,ESP,2,1646.23120117,2023-10-09
10788,88.0,Espanyol,ESP,2,1630.8293457,2023-10-14
10789,81.0,Espanyol,ESP,2,1638.46289062,2023-10-20
10790,92.0,Espanyol,ESP,2,1626.03137207,2023-10-21
10791,89.0,Espanyol,ESP,2,1626.03137207,2023-10-24
10792,87.0,Espanyol,ESP,2,1628.50622559,2023-10-25
10793,87.0,Espanyol,ESP,2,1627.34521484,2023-10-26
10794,89.0,Espanyol,ESP,2,1628.35449219,2023-10-27
10795,88.0,Espanyol,ESP,2,1628.35449219,2023-10-28
10796,99.0,Espanyol,ESP,2,1615.67895508,2023-10-29
10797,97.0,Espanyol,ESP,2,1615.67895508,2023-10-30
10798,98.0,Espanyol,ESP,2,1615.67895508,2023-11-03
10799,,Espanyol,ESP,2,1612.85180664,2023-11-04
10800,100.0,Espanyol,ESP,2,1612.85180664,2023-11-05
10801,97.0,Espanyol,ESP,2,1612.85180664,2023-11-06
10802,98.0,Espanyol,ESP,2,1612.85180664,2023-11-07
10803,100.0,Espanyol,ESP,2,1609.93994141,2023-11-08
10804,98.0,Espanyol,ESP,2,1611.9967041,2023-11-09
10805,97.0,Espanyol,ESP,2,1614.5402832,2023-11-12
10806,,Espanyol,ESP,2,1612.69238281,2023-11-18
10807,96.0,Espanyol,ESP,2,1620.11328125,2023-11-25
10808,95.0,Espanyol,ESP,2,1620.11328125,2023-11-26
10809,94.0,Espanyol,ESP,2,1623.37158203,2023-11-28
10810,88.0,Espanyol,ESP,2,1627.80749512,2023-11-29
10811,91.0,Espanyol,ESP,2,1625.03210449,2023-11-30
10812,93.0,Espanyol,ESP,2,1622.92919922,2023-12-01
10813,,Espanyol,ESP,2,1611.20544434,2023-12-06
10814,,Espanyol,ESP,2,1609.21398926,2023-12-08
10815,,Espanyol,ESP,2,1604.12561035,2023-12-12
10816,,Espanyol,ESP,2,1604.96252441,2023-12-13
10817,,Espanyol,ESP,2,1602.52734375,2023-12-14
10818,,Espanyol,ESP,2,1601.43835449,2023-12-16
10819,,Espanyol,ESP,2,1600.54272461,2023-12-19
10820,,Espanyol,ESP,2,1595.63781738,2023-12-31
10821,,Espanyol,ESP,2,1595.63781738,2024-01-13
10822,,Espanyol,ESP,2,1595.25537109,2024-01-20
10823,,Espanyol,ESP,2,1598.13562012,2024-01-28
10824,,Espanyol,ESP,2,1588.55712891,2024-02-04
10825,,Espanyol,ESP,2,1594.62121582,2024-02-10
10826,,Espanyol,ESP,2,1582.45153809,2024-02-13
10827,,Espanyol,ESP,2,1583.45227051,2024-02-14
10828,,Espanyol,ESP,2,1581.52001953,2024-02-15
10829,,Espanyol,ESP,2,1578.29077148,2024-02-17
10830,,Espanyol,ESP,2,1585.36889648,2024-02-20
10831,,Espanyol,ESP,2,1584.69958496,2024-02-21
10832,,Espanyol,ESP,2,1585.31542969,2024-02-22
10833,,Espanyol,ESP,2,1582.66235352,2024-02-24
10834,,Espanyol,ESP,2,1592.55249023,2024-03-02
10835,,Espanyol,ESP,2,1587.88220215,2024-03-05
10836,,Espanyol,ESP,2,1586.2635498,2024-03-06
10837,,Espanyol,ESP,2,1586.59020996,2024-03-07
10838,,Espanyol,ESP,2,1582.26086426,2024-03-10
10839,,Espanyol,ESP,2,1579.7076416,2024-03-12
10840,,Espanyol,ESP,2,1582.88452148,2024-03-13
10841,,Espanyol,ESP,2,1585.21826172,2024-03-14
10842,,Espanyol,ESP,2,1585.64599609,2024-03-17
10843,,Espanyol,ESP,2,1593.1237793,2024-03-23
10844,,Espanyol,ESP,2,1588.35021973,2024-03-29
10845,,Espanyol,ESP,2,1588.46520996,2024-04-07
10846,,Espanyol,ESP,2,1591.57751465,2024-04-09
10847,,Espanyol,ESP,2,1591.10131836,2024-04-10
10848,,Espanyol,ESP,2,1594.52832031,2024-04-12
10849,,Espanyol,ESP,2,1596.05700684,2024-04-16
10850,,Espanyol,ESP,2,1585.18554688,2024-04-17
10851,,Espanyol,ESP,2,1586.90100098,2024-04-21
10852,,Espanyol,ESP,2,1581.20458984,2024-04-27
10853,,Espanyol,ESP,2,1582.5579834,2024-04-30
10854,,Espanyol,ESP,2,1583.2064209,2024-05-05
10855,,Espanyol,ESP,2,1578.35974121,2024-05-08
10856,,Espanyol,ESP,2,1580.1953125,2024-05-11
10857,,Elche,ESP,2,1495.29174805,2019-08-01
10858,,Elche,ESP,2,1495.30688477,2019-08-08
10859,,Elche,ESP,2,1496.33813477,2019-08-15
10860,,Elche,ESP,2,1496.5871582,2019-08-17
10861,,Elche,ESP,2,1479.91589355,2019-08-22
10862,,Elche,ESP,2,1480.75537109,2019-08-24
10863,,Elche,ESP,2,1490.50402832,2019-08-29
10864,,Elche,ESP,2,1490.82897949,2019-08-30
10865,,Elche,ESP,2,1485.44787598,2019-09-08
10866,,Elche,ESP,2,1482.63317871,2019-09-15
10867,,Elche,ESP,2,1497.87915039,2019-09-17
10868,,Elche,ESP,2,1500.88146973,2019-09-18
10869,,Elche,ESP,2,1496.74645996,2019-09-19
10870,,Elche,ESP,2,1494.9107666,2019-09-22
10871,,Elche,ESP,2,1497.04296875,2019-09-28
10872,,Elche,ESP,2,1502.15612793,2019-10-01
10873,,Elche,ESP,2,1492.73681641,2019-10-02
10874,,Elche,ESP,2,1488.77124023,2019-10-03
10875,,Elche,ESP,2,1495.80712891,2019-10-05
10876,,Elche,ESP,2,1496.14440918,2019-10-12
