,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
376,35.0,Sat,2023-05-20,14:00,Girona,1.2,1–2,1.9,Villarreal,11649.0,Estadi Municipal de Montilivi,Valentín Pizarro,Match Report,
377,35.0,Sat,2023-05-20,16:15,Athletic Club,1.0,2–1,0.5,Celta Vigo,40759.0,San Mamés,Mario Melero,Match Report,
378,35.0,Sat,2023-05-20,18:30,Getafe,1.5,1–1,1.1,Elche,13927.0,Coliseum Alfonso Pérez,Javier Villanueva,Match Report,
379,35.0,Sat,2023-05-20,18:30,Almería,1.8,3–0,0.8,Mallorca,12791.0,Power Horse Stadium,Carlos del Cerro,Match Report,
380,35.0,Sat,2023-05-20,21:00,Barcelona,1.5,1–2,2.0,Real Sociedad,88049.0,Camp Nou,Alberola Rojas,Match Report,
381,35.0,Sun,2023-05-21,14:00,Rayo Vallecano,2.0,1–2,1.6,Espanyol,12142.0,Estadio del Rayo Vallecano,Alejandro Hernández,Match Report,
382,35.0,Sun,2023-05-21,16:15,Atlético Madrid,1.9,3–0,0.8,Osasuna,57012.0,Estadio Cívitas Metropolitano,Pablo González,Match Report,
383,35.0,Sun,2023-05-21,18:30,Valencia,1.0,1–0,1.4,Real Madrid,46002.0,Estadio de Mestalla,Ricardo de Burgos,Match Report,
384,35.0,Sun,2023-05-21,21:00,Sevilla,1.1,0–0,0.1,Betis,41392.0,Estadio Ramón Sánchez Pizjuán,Jesús Gil,Match Report,
385,,,,,,,,,,,,,,
386,36.0,Tue,2023-05-23,19:30,Celta Vigo,1.2,1–1,1.2,Girona,14117.0,Estadio de Balaídos,Antonio Matéu,Match Report,
387,36.0,Tue,2023-05-23,19:30,Real Sociedad,1.9,1–0,0.1,Almería,31574.0,Reale Arena,Pablo González,Match Report,
388,36.0,Tue,2023-05-23,22:00,Valladolid,2.3,3–1,1.7,Barcelona,22341.0,Estadio Municipal José Zorrilla,César Soto,Match Report,
389,36.0,Wed,2023-05-24,19:30,Elche,1.5,1–1,0.7,Sevilla,13263.0,Estadio Manuel Martínez Valero,Isidro Díaz de Mera,Match Report,
390,36.0,Wed,2023-05-24,19:30,Real Madrid,1.3,2–1,0.7,Rayo Vallecano,45811.0,Estadio Santiago Bernabéu,Jesús Gil,Match Report,
391,36.0,Wed,2023-05-24,19:30,Villarreal,2.4,2–0,1.7,Cádiz,15099.0,Estadio de la Cerámica,Juan Pulido,Match Report,
392,36.0,Wed,2023-05-24,22:00,Espanyol,3.0,3–3,2.3,Atlético Madrid,25822.0,RCDE Stadium,Mario Melero,Match Report,
393,36.0,Wed,2023-05-24,22:00,Betis,1.2,0–1,0.5,Getafe,40289.0,Estadio Benito Villamarín,Ricardo de Burgos,Match Report,
394,36.0,Thu,2023-05-25,19:30,Mallorca,0.5,1–0,1.9,Valencia,14631.0,Iberostar Estadi,Alejandro Hernández,Match Report,
395,36.0,Thu,2023-05-25,21:30,Osasuna,0.8,2–0,0.8,Athletic Club,19830.0,Estadio El Sadar,Alejandro Muñíz,Match Report,
396,,,,,,,,,,,,,,
397,37.0,Sat,2023-05-27,19:00,Sevilla,1.2,1–2,0.8,Real Madrid,29856.0,Estadio Ramón Sánchez Pizjuán,César Soto,Match Report,
398,37.0,Sun,2023-05-28,19:00,Valencia,2.6,2–2,1.2,Espanyol,44141.0,Estadio de Mestalla,Jesús Gil,Match Report,
399,37.0,Sun,2023-05-28,19:00,Athletic Club,2.4,0–1,0.9,Elche,37807.0,San Mamés,Valentín Pizarro,Match Report,
400,37.0,Sun,2023-05-28,19:00,Girona,1.0,1–2,2.5,Betis,12833.0,Estadi Municipal de Montilivi,Isidro Díaz de Mera,Match Report,
401,37.0,Sun,2023-05-28,19:00,Rayo Vallecano,1.4,2–1,0.4,Villarreal,11085.0,Estadio del Rayo Vallecano,Javier Villanueva,Match Report,
402,37.0,Sun,2023-05-28,19:00,Almería,1.7,0–0,0.5,Valladolid,14608.0,Power Horse Stadium,Alberola Rojas,Match Report,
403,37.0,Sun,2023-05-28,19:00,Atlético Madrid,0.7,2–1,1.2,Real Sociedad,56169.0,Estadio Cívitas Metropolitano,Juan Pulido,Match Report,
404,37.0,Sun,2023-05-28,19:00,Cádiz,1.7,1–0,0.6,Celta Vigo,19725.0,Estadio Nuevo Mirandilla,Ricardo de Burgos,Match Report,
405,37.0,Sun,2023-05-28,19:00,Barcelona,3.6,3–0,0.1,Mallorca,88775.0,Camp Nou,Jorge Figueroa,Match Report,
406,37.0,Sun,2023-05-28,19:00,Getafe,2.5,2–1,0.5,Osasuna,13510.0,Coliseum Alfonso Pérez,Antonio Matéu,Match Report,
407,,,,,,,,,,,,,,
408,38.0,Sun,2023-06-04,18:30,Villarreal,1.6,2–2,1.8,Atlético Madrid,18226.0,Estadio de la Cerámica,Ricardo de Burgos,Match Report,
409,38.0,Sun,2023-06-04,18:30,Real Sociedad,1.8,2–1,0.4,Sevilla,35065.0,Reale Arena,Carlos del Cerro,Match Report,
410,38.0,Sun,2023-06-04,18:30,Real Madrid,1.8,1–1,2.3,Athletic Club,60781.0,Estadio Santiago Bernabéu,Isidro Díaz de Mera,Match Report,
411,38.0,Sun,2023-06-04,18:30,Osasuna,1.8,2–1,0.9,Girona,22128.0,Estadio El Sadar,Miguel Ángel Ortiz Arias,Match Report,
412,38.0,Sun,2023-06-04,18:30,Mallorca,2.2,3–0,1.1,Rayo Vallecano,14521.0,Iberostar Estadi,Antonio Matéu,Match Report,
413,38.0,Sun,2023-06-04,21:00,Valladolid,0.9,0–0,0.5,Getafe,25517.0,Estadio Municipal José Zorrilla,José Luis Munuera,Match Report,
414,38.0,Sun,2023-06-04,21:00,Betis,0.6,1–1,1.2,Valencia,54087.0,Estadio Benito Villamarín,Alberola Rojas,Match Report,
415,38.0,Sun,2023-06-04,21:00,Elche,1.6,1–1,2.5,Cádiz,16585.0,Estadio Manuel Martínez Valero,Jesús Gil,Match Report,
416,38.0,Sun,2023-06-04,21:00,Celta Vigo,0.7,2–1,1.2,Barcelona,23365.0,Estadio de Balaídos,Juan Pulido,Match Report,
417,38.0,Sun,2023-06-04,21:00,Espanyol,0.6,3–3,1.8,Almería,14213.0,RCDE Stadium,César Soto,Match Report,
