depart_date,origin,destination,gate,return_date,found_at,trip_class,value,number_of_changes,duration,distance,show_to_affiliates,actual
2025-01-08,BLL,PMI,,,2024-05-05T06:04:22,0,143,1,1175,1862,True,True
2024-10-26,BLL,PMI,,,2024-05-04T14:51:07,0,143,1,1180,1862,True,True
2024-10-15,BLL,PMI,,,2024-05-05T11:04:17,0,143,1,1605,1862,True,True
2024-08-05,BLL,PMI,,,2024-05-04T16:49:51,0,143,1,720,1862,True,True
2024-06-29,BLL,PMI,,,2024-05-04T08:35:07,0,143,1,820,1862,True,True
2024-05-26,BLL,PMI,,,2024-05-04T10:36:30,0,143,1,705,1862,True,True
2025-01-02,BLL,PMI,,,2024-05-04T16:14:22,0,143,1,1615,1862,True,True
2024-07-14,BLL,PMI,,,2024-05-07T06:52:28,0,144,1,1220,1862,True,True
2024-08-06,BLL,PMI,,,2024-05-07T09:22:36,0,144,1,605,1862,True,True
2024-05-24,BLL,PMI,,,2024-05-05T06:42:59,0,152,1,1260,1862,True,True
2024-06-04,BLL,PMI,,,2024-05-07T07:00:31,0,160,1,425,1862,True,True
2024-05-31,BLL,PMI,,,2024-05-05T05:28:56,0,162,1,1640,1862,True,True
2024-06-07,BLL,PMI,,,2024-05-05T18:38:33,0,162,1,1260,1862,True,True
2024-07-07,BLL,PMI,,,2024-05-04T12:09:08,0,169,1,1525,1862,True,True
2024-07-05,BLL,PMI,,,2024-05-06T13:39:34,0,169,1,460,1862,True,True
2024-06-17,BLL,PMI,,,2024-05-06T03:07:53,0,169,1,1085,1862,True,True
2024-06-11,BLL,PMI,,,2024-05-04T06:06:06,0,169,1,1125,1862,True,True
2024-06-30,BLL,PMI,,,2024-05-07T02:57:42,0,169,1,1220,1862,True,True
2024-07-06,BLL,PMI,,,2024-05-04T12:43:48,0,169,1,365,1862,True,True
2024-07-09,BLL,PMI,,,2024-05-04T10:37:35,0,169,1,1625,1862,True,True
2024-06-20,BLL,PMI,,,2024-05-05T16:19:09,0,169,1,1095,1862,True,True
2024-08-18,BLL,PMI,,,2024-05-05T22:08:15,0,170,1,705,1862,True,True
2024-06-03,BLL,PMI,,,2024-05-04T06:14:27,0,171,1,1045,1862,True,True
2024-05-30,BLL,PMI,,,2024-05-04T16:27:48,0,171,1,1040,1862,True,True
2024-05-17,BLL,PMI,,,2024-05-06T09:38:16,0,175,1,1260,1862,True,True
2024-05-20,BLL,PMI,,,2024-05-06T02:36:03,0,176,1,630,1862,True,True
2025-01-19,BLL,PMI,,,2024-05-04T14:13:27,0,180,1,995,1862,True,True
2025-03-05,BLL,PMI,,,2024-05-04T16:58:18,0,187,1,865,1862,True,True
2025-02-26,BLL,PMI,,,2024-05-05T13:25:30,0,187,1,865,1862,True,True
2024-06-02,BLL,PMI,,,2024-05-05T05:30:52,0,191,1,705,1862,True,True
2024-07-03,BLL,PMI,,,2024-05-04T14:55:01,0,197,1,1545,1862,True,True
2024-10-12,BLL,PMI,,,2024-05-04T11:39:13,0,198,1,1370,1862,True,True
2024-11-14,BLL,PMI,,,2024-05-05T03:28:33,0,201,1,375,1862,True,True
2024-11-19,BLL,PMI,,,2024-05-05T04:50:49,0,201,1,375,1862,True,True
2025-01-21,BLL,PMI,,,2024-05-05T04:10:50,0,201,1,605,1862,True,True
2024-11-28,BLL,PMI,,,2024-05-04T13:39:25,0,201,1,375,1862,True,True
2024-10-11,BLL,PMI,,,2024-05-06T14:47:41,0,207,1,1555,1862,True,True
2024-05-12,BLL,PMI,,,2024-05-06T04:22:31,0,207,1,640,1862,True,True
2024-05-23,BLL,PMI,,,2024-05-06T12:56:51,0,207,1,1040,1862,True,True
2025-01-09,BLL,PMI,,,2024-05-04T13:22:35,0,207,1,1620,1862,True,True
2024-10-17,BLL,PMI,,,2024-05-04T20:58:20,0,208,1,675,1862,True,True
2024-05-10,BLL,PMI,,,2024-05-04T16:22:58,0,208,1,1260,1862,True,True
2024-11-26,BLL,PMI,,,2024-05-04T12:54:00,0,208,1,280,1862,True,True
2024-06-14,BLL,PMI,,,2024-05-05T04:34:37,0,208,1,1260,1862,True,True
2024-11-12,BLL,PMI,,,2024-05-05T10:48:24,0,208,1,280,1862,True,True
2024-10-10,BLL,PMI,,,2024-05-06T08:15:05,0,213,1,1040,1862,True,True
2024-05-21,BLL,PMI,,,2024-05-04T16:02:48,0,214,1,1045,1862,True,True
2025-01-28,BLL,PMI,,,2024-05-05T08:35:23,0,216,1,605,1862,True,True
2024-12-08,BLL,PMI,,,2024-05-04T16:48:05,0,216,1,605,1862,True,True
2025-01-14,BLL,PMI,,,2024-05-05T03:13:49,0,216,1,605,1862,True,True
2025-02-02,BLL,PMI,,,2024-05-05T03:44:44,0,216,1,605,1862,True,True
2024-06-13,BLL,PMI,,,2024-05-05T12:44:29,0,221,1,1040,1862,True,True
2024-05-08,BLL,PMI,,,2024-05-04T21:07:13,0,238,0,170,1862,True,True
2025-03-02,BLL,PMI,,,2024-05-05T05:12:18,0,247,1,995,1862,True,True
2024-05-13,BLL,PMI,,,2024-05-07T06:59:20,0,263,1,1380,1862,True,True
2024-05-09,BLL,PMI,,,2024-05-05T06:29:11,0,273,1,1040,1862,True,True
2024-05-16,BLL,PMI,,,2024-05-04T16:40:29,0,348,2,1120,1862,True,True
2024-05-07,BLL,PMI,,,2024-05-06T07:21:17,0,389,1,525,1862,True,True
