Address,Price,Til salg,energyL,timeOnMarketB,timeOnMarketA,pay,sqmPr,sqm,floor,rooms,fees,built,renov,floorLvl,garage,toil,varme,oWall,area,roof,roofType,value,lastPrice,Til leje,depo,size,period,from
"https://www.boligsiden.dk/adresse/torvegade-124-6700-esbjerg-05618751_124_______?udbud=63546bf1-e7bb-463a-825d-7df8defd41af
",1.595.000 kr.," Torvegade 124, Esbjerg - Villa på 80 m² - Boligsiden",C,25,25,80000,18611,142,,3,1737,1899,,1-,,1,fjernvarme/blokvarme,,85.7,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/klevevej-11-6950-ringkoebing-07601026__11_______?udbud=6b8fa38a-5843-4f2c-8576-c4bd94bb7805
",1.798.000 kr.," Klevevej 11, Kleve, Ringkøbing - Fritidsbolig på 82 m² - Boligsiden",,91,25,90000,21676,2355,,4,1904,1972,,1-,,1,elvarme,,82.95,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/noerrebrogade-220-1-th-2200-koebenhavn-n-01015192_220__1__th?udbud=2041b316-7df7-4131-9fc9-bf0aaee2644e
",6.295.000 kr.," Nørrebrogade 220, 1. th., København N - Ejerlejlighed på 121 m² - Boligsiden",D,208,25,315000,52025,,1,4,6435,1905,,5-1,,1,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/sverigesvej-20a-2800-kongens-lyngby-01730783_20a_______?udbud=1128fb6e-fcee-4688-983f-992fd2a8c1f4
",9.295.000 kr.," Sverigesvej 20A, Kongens Lyngby - Villa på 197 m² - Boligsiden",C,554,25,465000,39170,922,,7,6263,1938,1978,1-,,2,centralvarme med én fyringsenhed,,237.3,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/silkeborgvej-335-1-th-8230-aabyhoej-07517166_335__1__th?udbud=dd94cef1-91e6-4e81-9e90-f7063969ce62
",348.000 kr.," Silkeborgvej 335, 1. th., Åbyhøj - Andelsbolig på 60 m² - Boligsiden",D,25,25,,5800,597,1,2,5355,1932,,2-1,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/smedevaenget-11-2640-hedehusene-01697065__11_______?udbud=a5cfbd4b-fd21-4ced-9566-316618fc61bf
",2.995.000 kr.," Smedevænget 11, Marbjerg, Hedehusene - Villa på 100 m² - Boligsiden",F,25,25,150000,26741,1360,,4,3281,1800,,1-,,1,centralvarme med én fyringsenhed,,112,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/myrholmen-69-2760-maaloev-01510885__69_______?udbud=84172a38-af39-45f2-8f5d-19f2d60d9f2a
",5.195.000 kr.," Myrholmen 69, Måløv - Villa på 150 m² - Boligsiden",B,735,25,260000,33237,716,,5,4078,2003,,2-,,2,centralvarme med én fyringsenhed,,156.3,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/bukkeballevej-4-2960-rungsted-kyst-02231096___4_______?udbud=790e6588-b884-4a21-96b6-68ae2b8c3ca3
",18.900.000 kr.," Bukkeballevej 4, Rungsted Kyst - Villa på 372 m² - Boligsiden",E,135,25,945000,42400,1823,,11,14643,1907,1958,2-,,3,varmepumpe,,445.75,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/oestre-strand-191-4230-skaelskoer-03302101_191_______?udbud=4ea45039-8b30-4147-ad81-098ac57118b5
",1.995.000 kr.," Østre Strand 191, Kobæk, Skælskør - Fritidsbolig på 90 m² - Boligsiden",,25,25,100000,21100,894,,4,1812,1995,,1-,,1,varmepumpe,,94.55,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/skomagerbakken-18-9260-gistrup-08517327__18_______?udbud=6c90d1e2-653b-4020-8a03-575bca3252d0
",2.295.000 kr.," Skomagerbakken 18, Gistrup - Villa på 189 m² - Boligsiden",C,25,25,115000,10324,700,,5,1645,1962,1999,1-,,3,fjernvarme/blokvarme,,222.3,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/jagtvej-2-8410-roende-07060872___2_______?udbud=79b04791-8597-4850-9e79-93262132a79f
",1.595.000 kr.," Jagtvej 2, Følle Strand, Rønde - Fritidsbolig på 43 m² - Boligsiden",,25,25,80000,32551,294,,3,2569,1963,,1-,,1,varmepumpe,,49,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/jordbaervangen-51-2765-smoerum-02400414__51_______?udbud=abc4a5f0-4698-47f2-9bc4-d88d2fade7c4
",4.695.000 kr.," Jordbærvangen 51, Smørumnedre, Smørum - Villa på 156 m² - Boligsiden",D,314,25,235000,29271,922,,5,4169,1976,,1-,,2,centralvarme med én fyringsenhed,,160.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/tranevej-8-3100-hornbaek-02179000___8_______?udbud=dbf63976-bc9e-43a4-b1ae-ee08c86599ad
",3.865.000 kr.," Tranevej 8, Horneby Fælled, Hornbæk - Fritidsbolig på 62 m² - Boligsiden",,472,25,195000,60627,897,,4,3375,1973,,1-,,1,elvarme,,63.75,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/kildevej-19-3100-hornbaek-02700859__19_______?udbud=d6f1caef-9f5d-4515-90b8-dbe20bc8a557
",6.900.000 kr.," Kildevej 19, Hornbæk - Fritidsbolig på 170 m² - Boligsiden",,511,25,345000,46309,1574,,8,6198,1936,,1-,,3,elvarme,,149,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/gravhundsvej-8-9800-hjoerring-08601013___8_______?udbud=76d7c96d-4ce5-4775-ac14-a595a6afc531
",1.495.000 kr.," Gravhundsvej 8, Skal Klit, Hjørring - Fritidsbolig på 69 m² - Boligsiden",,25,25,75000,20938,6153,,4,3686,1975,,1-,,1,elvarme,,71.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/groennevej-94-0-th-2830-virum-01730302__94_st__th?udbud=d479cb65-e8ce-4424-8880-826eddf5a9fc
",2.850.000 kr.," Grønnevej 94, st. th., Virum - Ejerlejlighed på 78 m² - Boligsiden",D,25,25,145000,36538,,0,3,4630,1948,,3-0,,1,centralvarme med én fyringsenhed,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/hvedebakken-7-8450-hammel-07101310___7_______?udbud=250e800f-486b-4fe9-8f6d-15469ead96f9
",4.295.000 kr.," Hvedebakken 7, Hammel - Villa på 183 m² - Boligsiden",A2015,247,25,215000,21168,1016,,6,2217,2021,,1-,,2,fjernvarme/blokvarme,,202.9,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/soevang-10-3460-birkeroed-02300635__10_______?udbud=30e76b30-30f4-4dee-9abb-f5dd7ac6601a
",5.750.000 kr.," Søvang 10, Birkerød - Villa på 121 m² - Boligsiden",C,25,25,290000,44643,1027,,4,5919,1964,,1-,,2,varmepumpe,,128.8,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/kaermindevej-3-4600-koege-02594944___3_______?udbud=65d2f519-7b4c-42f2-a2ee-c99e7ed90e1c
",6.295.000 kr.," Kærmindevej 3, Køge - Villa på 190 m² - Boligsiden",C,25,25,315000,31673,855,,6,2938,1966,2022,1-,,3,centralvarme med én fyringsenhed,,198.75,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/solsortvej-12-3400-hilleroed-02197975__12_______?udbud=a75749f3-cfd2-4154-a03a-12042da97835
",5.790.000 kr.," Solsortvej 12, Hillerød - Villa på 232 m² - Boligsiden",A2010,452,25,290000,23580,1131,,4,4666,1936,1998,1-,,2,fjernvarme/blokvarme,,245.55,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/thyrasvej-45-3630-jaegerspris-02501291__45_______?udbud=7d72c874-465f-4d54-8ebb-ad872dd3222e
",3.985.000 kr.," Thyrasvej 45, Jægerspris - Villa på 190 m² - Boligsiden",C,197,25,200000,17037,1401,,6,4736,1973,,1-,,3,fjernvarme/blokvarme,,233.9,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/kloevervej-14-7840-hoejslev-07794716__14_______?udbud=abe8ed43-d5ec-4e45-bc7c-9f845905e82c
",995.000 kr.," Kløvervej 14, Dommerby, Højslev - Villa på 138 m² - Boligsiden",D,25,25,50000,6478,840,,4,1133,1967,1973,1-,,1,centralvarme med én fyringsenhed,,153.6,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/hestehaven-17-4736-karrebaeksminde-03700633__17_______?udbud=1ea49b99-7107-4339-bbb4-4eb0260bd0e3
",1.795.000 kr.," Hestehaven 17, Karrebæk, Karrebæksminde - Fritidsbolig på 101 m² - Boligsiden",,25,25,90000,17444,673,,4,2129,1974,,1-,,1,elvarme,,102.9,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/nordvanggaardsvej-48d-3460-birkeroed-02300437_48d_______?udbud=42a9f044-10be-4585-996b-7180fb5e13b9
",4.495.000 kr.," Nordvanggårdsvej 48D, Birkerød - Villa på 107 m² - Boligsiden",F,25,25,225000,30007,767,,4,4972,1949,,1-,,1,centralvarme med én fyringsenhed,,149.8,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/bygaden-14-4736-karrebaeksminde-03700191__14_______?udbud=17caee28-4195-402a-a8a6-cc579fb6d1ed
",1.395.000 kr.," Bygaden 14, Karrebæk, Karrebæksminde - Villa på 92 m² - Boligsiden",G,227,25,70000,14569,765,,4,1454,1865,,1-,,1,centralvarme med én fyringsenhed,,95.75,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/tjoernevej-3-9300-saeby-08132009___3_______?udbud=a7f87b7d-8427-4f66-a97b-4419e23206cb
",250.000 kr.," Tjørnevej 3, Voerså, Sæby - Helårsgrund på 1050 m² - Boligsiden",,25,25,25000,238,1050,,,1126,,,,,,,,,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/dronning-sofies-vej-116-4000-roskilde-02651310_116_______?udbud=5434ec13-c15d-408c-9ee5-2130b3931635
",7.495.000 kr.," Dronning Sofies Vej 116, Roskilde - Villa på 131 m² - Boligsiden",C,25,25,375000,45452,756,,4,5034,1952,2002,1-,,2,fjernvarme/blokvarme,,164.9,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/greve-landevej-91-2670-greve-02532343__91_______?udbud=e4e79099-eb3e-4a9b-a975-50323fc4b707
",4.250.000 kr.," Greve Landevej 91, Greve - Villa på 133 m² - Boligsiden",C,25,25,215000,27553,1152,,5,3423,1962,1976,1-,,2,varmepumpe,,154.25,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/smedelundsgade-37-2-55-4300-holbaek-03161434__37__2__55?udbud=50242744-a185-4d06-81ab-99abca4b3cac
",1.295.000 kr.," Smedelundsgade 37, 2. 55., Holbæk - Ejerlejlighed på 67 m² - Boligsiden",C,25,25,65000,19328,,2,2,1798,1970,,3-2,,1,centralvarme med én fyringsenhed,,,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/stenhoejvaenget-74-7000-fredericia-06077925__74_______?udbud=f25754c6-8221-41c7-927d-7bd609b3547b
",1.975.000 kr.," Stenhøjvænget 74, Fredericia - Villa på 99 m² - Boligsiden",C,25,25,100000,19009,345,,3,1630,2001,,1-,,1,fjernvarme/blokvarme,,103.9,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/rytteragervej-4-9800-hjoerring-08602848___4_______?udbud=3846226b-b1fd-4593-9a7b-96e9b4973599
",1.795.000 kr.," Rytteragervej 4, Hjørring - Villa på 171 m² - Boligsiden",D,59,25,90000,9007,761,,4,2700,1929,1976,1-,,2,fjernvarme/blokvarme,,199.3,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/dagmarvej-11-9480-loekken-08490265__11_______?udbud=b736274b-a672-496c-a3af-3f272fec523d
",3.198.000 kr.," Dagmarvej 11, Hvorup Klit, Løkken - Fritidsbolig på 91 m² - Boligsiden",,25,25,160000,32060,2506,,4,1889,1984,,1-,,2,varmepumpe,,99.75,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/noerremark-13-6240-loegumkloster-05501219__13_______?udbud=e3875d1d-5465-4d5e-b998-001f1d877182
",1.675.000 kr.," Nørremark 13, Løgumkloster - Villa på 175 m² - Boligsiden",C,25,25,85000,8957,1482,,6,1386,1935,1993,1-,,1,fjernvarme/blokvarme,,187,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/frederiksdalsvej-10f-1-tv-2830-virum-01730229_10f__1__tv?udbud=02a442be-200d-42d1-82f9-fc966320e7e3
",2.350.000 kr.," Frederiksdalsvej 10F, 1. tv., Virum - Ejerlejlighed på 70 m² - Boligsiden",D,217,25,120000,33571,,1,3,4448,1940,,3-1,,1,centralvarme med én fyringsenhed,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/skovvejen-10-6933-kibaek-06570972__10_______?udbud=52fe9faf-edc9-46c0-9853-efce6b6094d1
",1.395.000 kr.," Skovvejen 10, Troldhede, Kibæk - Villa på 145 m² - Boligsiden",C,25,25,70000,9621,7793,,5,1534,1971,,1-,,1,centralvarme med én fyringsenhed,,145,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/vestergade-8-4030-tune-02539203___8_______?udbud=a67fdff0-42c3-414c-9359-e9ea79ee885d
",2.595.000 kr.," Vestergade 8, Tune - Villa på 123 m² - Boligsiden",D,25,25,130000,19395,1150,,3,3197,1827,,1-,,1,centralvarme med én fyringsenhed,,133.8,,Stråtag,,,,,,,
"https://www.boligsiden.dk/adresse/willemoesgade-19-3-th-2100-koebenhavn-oe-01018356__19__3__th?udbud=ef2d7e6f-5781-4c18-8b73-2629a329e2c7
",8.798.000 kr.," Willemoesgade 19, 3. th., København Ø - Ejerlejlighed på 121 m² - Boligsiden",C,25,25,440000,72711,,3,4,6978,1899,,5-3,,2,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/langdyssen-36-4700-naestved-03700939__36_______?udbud=d7408dd1-89d6-45f2-9d61-89e03b7f1b61
",1.495.000 kr.," Langdyssen 36, Næstved - Rækkehus på 106 m² - Boligsiden",C,25,25,75000,13779,194,,4,2501,1970,,1-,,1,fjernvarme/blokvarme,,108.5,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/helsingoersvej-8-3480-fredensborg-02100256___8_______?udbud=c64e95c7-d510-4c0d-8831-957c1cff35ad
",9.995.000 kr.," Helsingørsvej 8, Fredensborg - Villa på 235 m² - Boligsiden",E,25,25,500000,35070,1125,,8,5845,1908,,2-,,3,centralvarme med én fyringsenhed,,285,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/toftevej-47-3450-alleroed-02018770__47_______?udbud=6250599b-7e67-401b-9246-9daa1b0901d2
",4.695.000 kr.," Toftevej 47, Allerød - Rækkehus på 138 m² - Boligsiden",C,25,25,235000,32026,637,,5,4144,1962,1977,1-,,2,centralvarme med én fyringsenhed,,146.6,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/kystvejen-166-4671-stroeby-03360400_166_______?udbud=b69c0ec0-3d64-472b-bd84-78979170f391
",4.345.000 kr.," Kystvejen 166, Strøby - Fritidsbolig på 76 m² - Boligsiden",,25,25,220000,55000,725,,4,4242,1994,,1-,,1,elvarme,,79,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/sundsgaardsvej-5-5750-ringe-04301443___5_______?udbud=17ec7e29-a9d6-4a93-be76-9f52acbc4405
",975.000 kr.," Sundsgårdsvej 5, Herringe, Ringe - Villa på 104 m² - Boligsiden",D,25,25,50000,5972,3534,,3,2509,1848,1962,1-,,1,centralvarme med én fyringsenhed,,163.25,,Stråtag,,,,,,,
"https://www.boligsiden.dk/adresse/strubjerg-5-1-mf-9400-noerresundby-08517972___5__1__mf?udbud=c90be869-771d-4a19-ba53-4882ba1c200e
",595.000 kr.," Strubjerg 5, 1. mf., Nørresundby - Ejerlejlighed på 46 m² - Boligsiden",C,25,25,30000,12935,,1,2,1230,1967,1994,4-1,,1,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/store-kongensgade-75b-1264-koebenhavn-k-01016948_75b_______?udbud=fa300af0-edfb-4474-83fc-f50f4d9fb523
",14.500.000 kr.," Store Kongensgade 75B, København K - Ejerlejlighed på 129 m² - Boligsiden",B,230,25,725000,112403,,,5,7872,1850,,5-,,3,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/oeresundsvej-104-2-th-2300-koebenhavn-s-01018544_104__2__th?udbud=168743c4-51b2-45ed-9334-0958211a5609
",4.495.000 kr.," Øresundsvej 104, 2. th., København S - Ejerlejlighed på 82 m² - Boligsiden",C,25,25,225000,54817,,2,4,4180,1932,,5-2,,1,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/plantagen-74-8700-horsens-06156418__74_______?udbud=e65d3cb2-fcf7-421c-af4f-9b04a3e77082
",3.275.000 kr.," Plantagen 74, Horsens - Villa på 148 m² - Boligsiden",C,25,25,165000,21405,910,,5,2349,1983,,1-,,2,fjernvarme/blokvarme,,153,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/rolighedsvej-8-9620-aalestrup-08201057___8_______?udbud=79d284b2-cd37-41f1-b00f-fe808d70fcb4
",1.495.000 kr.," Rolighedsvej 8, Aalestrup - Villa på 204 m² - Boligsiden",D,25,25,75000,7022,988,,5,1262,1908,2003,1-,,2,fjernvarme/blokvarme,,212.9,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/tues-droewt-30-6893-hemmet-07602174__30_______?udbud=feded06d-75a6-4259-98a9-0d9fcba2c9f4
",1.545.000 kr.," Tues Drøwt 30, Nr Bork, Hemmet - Fritidsbolig på 97 m² - Boligsiden",,25,25,80000,15928,710,,5,2133,1994,,1-,,2,elvarme,,97,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/bakkehusene-67-2970-hoersholm-02230420__67_______?udbud=755ed189-f808-4bd7-b4ea-cbb33de3886c
",4.795.000 kr.," Bakkehusene 67, Hørsholm - Rækkehus på 138 m² - Boligsiden",B,25,25,240000,31016,191,,6,3695,1979,,2-,,2,fjernvarme/blokvarme,,154.6,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/sommerstedgade-26-2-tv-1718-koebenhavn-v-01016724__26__2__tv?udbud=b40242c6-ac43-499a-b181-045d1272f925
",4.195.000 kr.," Sommerstedgade 26, 2. tv., København V - Ejerlejlighed på 58 m² - Boligsiden",C,25,25,210000,72328,,2,2,3724,1906,,5-2,,1,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/cedervaenget-21-1-tv-2830-virum-01730143__21__1__tv?udbud=6232f991-0d05-4dc8-822f-1b689c624b42
",3.995.000 kr.," Cedervænget 21, 1. tv., Virum - Ejerlejlighed på 87 m² - Boligsiden",D,25,25,200000,45920,,1,4,4760,1958,,4-1,,1,centralvarme med én fyringsenhed,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/kolt-oesterparken-30-8361-hasselager-07514445__30_______?udbud=b8a8e482-12f5-4cba-a4b2-f2c39b8f3bb1
",3.395.000 kr.," Kolt Østerparken 30, Hasselager - Rækkehus på 140 m² - Boligsiden",A2010,25,25,170000,23841,241,,5,2536,2013,,2-,,2,fjernvarme/blokvarme,,142.4,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/strandlunden-20-4300-holbaek-03161551__20_______?udbud=4ecba912-da49-4c37-8068-99548467d13f
",1.195.000 kr.," Strandlunden 20, Kisserup, Holbæk - Fritidsbolig på 56 m² - Boligsiden",,190,25,60000,21339,910,,3,1333,1989,,1-,,1,elvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/taarnvej-59-0-th-2610-roedovre-01750897__59_st__th?udbud=60b8f4d5-0f84-41e7-a83a-614baec412ef
",1.995.000 kr.," Tårnvej 59, st. th., Rødovre - Ejerlejlighed på 60 m² - Boligsiden",D,25,25,100000,33250,,0,2,3206,1969,,3-0,,1,fjernvarme/blokvarme,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/knaekvej-15-7200-grindsted-05300328__15_______?udbud=0a246d81-6f24-4c39-a920-6ea5125dbd6e
",2.198.000 kr.," Knækvej 15, Krogager Mk, Grindsted - Landejendom på 140 m² - Boligsiden",A2010,180,25,110000,15700,35580,,4,1650,1981,,1-,,1,varmepumpe,,140,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/soevej-14a-3100-hornbaek-02178597_14a_______?udbud=041d7670-60f7-4242-a8b6-7cd9c6f2fb5c
",5.295.000 kr.," Søvej 14A, Hornbæk - Ejerlejlighed på 103 m² - Boligsiden",C,247,25,265000,51408,405,,4,4013,1983,,1-,,2,elvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/store-kongensgade-63a-1-3-1264-koebenhavn-k-01016948_63a__1___3?udbud=c9675ff8-31e4-4505-9835-d3c12407718a
",8.995.000 kr.," Store Kongensgade 63A, 1. 3., København K - Ejerlejlighed på 123 m² - Boligsiden",C,25,25,25000,73130,,1,3,6299,1932,,5-1,,1,fjernvarme/blokvarme,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/birkeengen-39a-4040-jyllinge-02650039_39a_______?udbud=0f2ee3fb-9fff-4a3b-a030-7c8b2aebcffb
",4.295.000 kr.," Birkeengen 39A, Jyllinge - Rækkehus på 134 m² - Boligsiden",A2015,25,25,215000,32052,1181,,4,2923,2023,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/strandloebervej-4-8410-roende-07061903___4_______?udbud=9c385bea-6cb8-4108-8a83-8463290a8fb5
",1.898.000 kr.," Strandløbervej 4, Følle Strand, Rønde - Fritidsbolig på 79 m² - Boligsiden",,320,25,95000,24025,800,,4,2396,1976,,1-,,1,elvarme,,79,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/toldbodgade-4-4000-roskilde-02658597___4_______?udbud=c8ddcaa6-6b55-401c-b0b0-028d0cbf249f
",9.250.000 kr.," Toldbodgade 4, Roskilde - Villa på 200 m² - Boligsiden",B,25,25,465000,45510,233,,7,4678,1902,,2-,,2,fjernvarme/blokvarme,,203.25,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/goegevej-18-6720-fanoe-05632102__18_______?udbud=f9308217-c79f-4247-b933-dda3cd468302
",2.648.000 kr.," Gøgevej 18, Rindby Strand, Fanø - Fritidsbolig på 104 m² - Boligsiden",,25,25,135000,25462,1858,,4,2571,1975,,1-,,1,elvarme,,104,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/solsortvej-1-7200-grindsted-05300590___1_______?udbud=fe13a976-e753-4793-add7-abd7a6c9d9af
",948.000 kr.," Solsortvej 1, Grindsted - Villa på 92 m² - Boligsiden",D,25,25,50000,9029,779,,4,1575,1959,,1-,,1,fjernvarme/blokvarme,,105,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/lindvedparken-36f-5260-odense-s-04614966_36f_______?udbud=860f486e-33d4-4d10-bfba-917a37649185
",695.000 kr.," Lindvedparken 36F, Lindved, Odense S - Rækkehus på 37 m² - Boligsiden",C,25,25,35000,18784,3220,,1,2239,1974,,1-,,1,fjernvarme/blokvarme,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/klodsborgvej-1-7130-juelsminde-07660740___1_______?udbud=d00110b8-eeb5-48b3-9643-eda3036a49f1
",3.975.000 kr.," Klodsborgvej 1, V Bisholt, Juelsminde - Villa på 275 m² - Boligsiden",C,587,25,200000,14455,4986,,8,2113,1912,,,,,,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/dalslugten-1-8400-ebeltoft-07060288___1_______?udbud=bed7a68d-ee69-4279-99c0-cd3a98d0e55a
",2.495.000 kr.," Dalslugten 1, Boeslum, Ebeltoft - Villa på 143 m² - Boligsiden",D,25,25,125000,15401,2268,,4,2404,1987,1999,1-,,2,varmepumpe,,162,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/poul-mose-parken-42-5620-glamsbjerg-04201286__42_______?udbud=66673055-55ef-4ba9-819d-d69830330c37
",470.805 kr.," Poul Mose Parken 42, Glamsbjerg - Andelsbolig på 96 m² - Boligsiden",C,25,25,,4904,3500,,3,5390,1999,,1-,,1,fjernvarme/blokvarme,,,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/ristingevej-11-5932-humble-04820593__11_______?udbud=168127cc-f9aa-4c46-824d-3f0d230d0707
",995.000 kr.," Ristingevej 11, Humble - Villa på 201 m² - Boligsiden",D,25,25,50000,4600,1060,,5,2299,1919,1990,1-,,1,fjernvarme/blokvarme,,216.3,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/poet-strandby-212-7130-juelsminde-07661134_212_______?udbud=cad1453e-3807-4f22-a6d5-70fe80cc716b
",1.095.000 kr.," Pøt Strandby 212, Østrup, Juelsminde - Fritidsbolig på 55 m² - Boligsiden",,25,25,55000,18638,1039,,3,1363,1977,,1-,,1,elvarme,,58.75,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/syltholmsgade-39-4970-roedby-03601639__39_______?udbud=69d4b9e5-e7a9-4ecf-bfc0-f4ff79f43d6f
",675.000 kr.," Syltholmsgade 39, Rødby - Villa på 71 m² - Boligsiden",D,188,25,35000,6341,554,,2,1064,1949,,1-,,2,fjernvarme/blokvarme,,106.45,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/bringekrogen-17-3500-vaerloese-01900089__17_______?udbud=62452c23-bf66-4b7e-8265-b5c02b05d2d9
",4.150.000 kr.," Bringekrogen 17, Jonstrup, Værløse - Rækkehus på 125 m² - Boligsiden",C,25,25,210000,30470,263,,4,3574,1977,,1-,,2,elvarme,,136.2,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/skovvang-33-6830-noerre-nebel-05731130__33_______?udbud=701d9e7c-382a-4fc4-bd31-9f7e09cffb2d
",2.295.000 kr.," Skovvang 33, Lønne, Nørre Nebel - Fritidsbolig på 178 m² - Boligsiden",,25,25,115000,13182,2068,,6,2262,1994,,1-,,2,elvarme,,174.1,,Stråtag,,,,,,,
"https://www.boligsiden.dk/adresse/strandkrogen-10-7451-sunds-06577725__10_______?udbud=ebf2cc19-74ae-4ef6-933f-39a0cb3a139c
",5.495.000 kr.," Strandkrogen 10, Sunds - Villa på 209 m² - Boligsiden",C,25,25,275000,25086,1004,,6,2587,1980,,1-,,2,fjernvarme/blokvarme,,219.05,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/mimersvej-12-3000-helsingoer-02175379__12_______?udbud=2f25d278-b869-4c2f-8f22-69218b751b21
",4.495.000 kr.," Mimersvej 12, Helsingør - Villa på 111 m² - Boligsiden",D,25,25,225000,31700,646,,5,3826,1950,2004,1-,,1,fjernvarme/blokvarme,,141.8,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/boeghsvej-2a-8660-skanderborg-07460155__2a_______?udbud=7d1039ab-b83d-4bff-a137-b43f27bce38f
",4.495.000 kr.," Bøghsvej 2A, Stilling, Skanderborg - Villa på 134 m² - Boligsiden",B,231,25,225000,30788,591,,4,2623,1933,2010,1-,,2,fjernvarme/blokvarme,,146,,Tegl,,,,,,,
