Address,Price,Til salg,energyL,timeOnMarketB,timeOnMarketA,pay,sqmPr,sqm,floor,rooms,fees,built,renov,floorLvl,garage,toil,varme,oWall,area,roof,roofType,value,lastPrice,Til leje,depo,size,period,from
"https://www.boligsiden.dk/adresse/saloparken-210-8300-odder-07276550_210_______?udbud=e120768e-d7fc-4cd4-867c-2bcd539e988b
",3.398.000 kr.," Saloparken 210, Odder - Villa på 156 m² - Boligsiden",C,33,33,170000,20808,750,,5,2625,1989,,1-,,2,fjernvarme/blokvarme,,163.3,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/korsoergade-32-4-th-2100-koebenhavn-oe-01013928__32__4__th?udbud=132a5bc6-c274-4bb8-902c-4717db937fc4
",4.195.000 kr.," Korsørgade 32, 4. th., København Ø - Ejerlejlighed på 65 m² - Boligsiden",C,240,33,210000,64538,,4,2,3491,1917,,5-4,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/nordlys-10-3390-hundested-02601803__10_______?udbud=ff7474f0-8a1c-4ddf-bc44-2f62e4b875c9
",3.895.000 kr.," Nordlys 10, Hundested - Villa på 90 m² - Boligsiden",A2015,176,33,195000,43278,175,,3,2080,2023,,1-,,1,varmepumpe,,90,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/fynsgade-8-1-7000-fredericia-06072596___8__1____?udbud=175edf08-24ee-43b1-9ab6-f21f4a642037
",2.595.000 kr.," Fynsgade 8, 1., Fredericia - Ejerlejlighed på 117 m² - Boligsiden",D,33,33,130000,22179,,1,4,1327,1927,2000,2-1,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/boegevaenget-60-7800-skive-07791355__60_______?udbud=a8287938-6881-4926-89ef-6a3aed38dc6e
",1.145.000 kr.," Bøgevænget 60, Skive - Villa på 145 m² - Boligsiden",D,33,33,60000,7484,1143,,5,1344,1967,,1-,,1,fjernvarme/blokvarme,,153,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/kongefolden-4-0-tv-8660-skanderborg-07460558___4_st__tv?udbud=d9094547-b737-4838-8848-e1b0398edd66
",2.298.000 kr.," Kongefolden 4, st. tv., Skanderborg - Ejerlejlighed på 91 m² - Boligsiden",B,33,33,115000,25253,2791,0,3,3316,2007,,6-0,,1,fjernvarme/blokvarme,,,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/skipper-clements-gade-5-1-tv-9000-aalborg-08517281___5__1__tv?udbud=bc8fa830-e9f1-4452-844e-f59af1165085
",1.595.000 kr.," Skipper Clements Gade 5, 1. tv., Aalborg - Ejerlejlighed på 70 m² - Boligsiden",D,33,33,80000,22786,218,1,3,3543,1927,1985,4-1,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/gugvej-164-9210-aalborg-soe-08512717_164_______?udbud=698021ad-20ff-46bd-8606-bf1d6583f712
",2.395.000 kr.," Gugvej 164, Aalborg SØ - Villa på 87 m² - Boligsiden",C,33,33,120000,19663,500,,3,1536,1958,,1-,,1,fjernvarme/blokvarme,,121.8,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/skibbrogade-12b-1-th-6100-haderslev-05101073_12b__1__th?udbud=58ebe3fc-2f6b-40df-9852-a0a3cae49b8f
",1.195.000 kr.," Skibbrogade 12B, 1. th., Haderslev - Ejerlejlighed på 71 m² - Boligsiden",D,33,33,60000,16831,,1,2,1684,1912,1979,2-1,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/maagevej-2-4293-dianalund-03400542___2_______?udbud=13358924-f841-4843-bf9e-bb540a433b20
",2.195.000 kr.," Mågevej 2, Dianalund - Villa på 141 m² - Boligsiden",D,33,33,110000,15107,870,,4,1622,1970,,1-,,2,varmepumpe,,145.3,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/helledievej-185-9480-loekken-08601260_185_______?udbud=d5c308f7-820b-4f75-abee-4b386e4ae74e
",2.295.000 kr.," Helledievej 185, Lyngby, Løkken - Fritidsbolig på 134 m² - Boligsiden",,33,33,115000,15982,1728,,5,2049,2011,,1-,,2,elvarme,,143.6,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/begonievej-12-9750-oestervraa-08130096__12_______?udbud=2fec620d-0dca-4505-aeae-37027d594d6e
",845.000 kr.," Begonievej 12, Østervrå - Villa på 144 m² - Boligsiden",C,33,33,45000,5550,1079,,5,1095,1953,1973,1-,,1,fjernvarme/blokvarme,,152.25,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/erlingsminde-9-8960-randers-soe-07300473___9_______?udbud=cab81d9c-70f3-48f1-9f54-d48217fa1559
",1.695.000 kr.,,,,,,11614,127,,,,,,,,,,,,,,1150000,1475000,,,,,
"https://www.boligsiden.dk/adresse/moselodden-8-9370-hals-08511414___8_______?udbud=1082b6f4-302f-44df-8169-0aff4e24e197
",1.245.000 kr.," Moselodden 8, Hou, Hals - Fritidsbolig på 92 m² - Boligsiden",,33,33,65000,13533,1050,,4,2246,2005,,1-,,1,elvarme,,92,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/aasbjergvej-10-8585-glesborg-07071328__10_______?udbud=e50e108b-1b36-4028-9f73-3deb5b8e1453
",995.000 kr.," Åsbjergvej 10, Fjellerup, Glesborg - Villa på 140 m² - Boligsiden",B,33,33,50000,6700,1380,,5,1224,1947,,1-,,1,varmepumpe,,148.5,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/skovby-bygade-1-6500-vojens-05101097___1_______?udbud=9a4e965b-db20-4a3f-b7f0-217dd78655b6
",795.000 kr.," Skovby Bygade 1, Skovby, Vojens - Villa på 135 m² - Boligsiden",D,33,33,40000,5473,2112,,7,1335,1962,1998,1-,,1,varmepumpe,,145.25,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/teglholmens-oestkaj-112-1-tv-2450-koebenhavn-sv-01017354_112__1__tv?udbud=68a2fe8d-b41f-461b-b01b-2a92f7771cb3
",8.945.000 kr.," Teglholmens Østkaj 112, 1. tv., København SV - Ejerlejlighed på 142 m² - Boligsiden",A2015,235,33,450000,62993,,1,4,7101,2021,,3-1,,2,fjernvarme/blokvarme,,,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/gedser-feriepark-53-4874-gedser-03760602__53_______?udbud=3f8cedab-56af-4ff3-b06c-d672854e1a99
",775.000 kr.," Gedser Feriepark 53, Gedser - Ejerlejlighed på 42 m² - Boligsiden",,33,33,40000,18995,,,3,1917,1988,,1-,,1,elvarme,,40.8,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/solbakkevej-8-7620-lemvig-06651910___8_______?udbud=7862c8c5-dfc3-49eb-8cdf-a953a8afb9ac
",1.225.000 kr.," Solbakkevej 8, Nørlem, Lemvig - Villa på 190 m² - Boligsiden",D,466,33,65000,5740,1751,,5,1720,1973,,1-,,3,fjernvarme/blokvarme,,213.4,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/soelyst-34-5900-rudkoebing-04820775__34_______?udbud=4205b16b-2cab-4146-9e56-2e7ff625b1de
",1.395.000 kr.," Sølyst 34, Spodsbj Drej, Rudkøbing - Fritidsbolig på 69 m² - Boligsiden",,33,33,70000,19787,1355,,4,1284,1973,1975,1-,,1,elvarme,,70.5,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/staengestykket-9-3230-graested-02701716___9_______?udbud=a76fa639-252b-41ee-b848-d91263c6cea7
",8.950.000 kr.," Stængestykket 9, Udsholt, Græsted - Fritidsbolig på 163 m² - Boligsiden",,162,33,450000,56970,1793,,5,4513,1937,,1-,,1,centralvarme med én fyringsenhed,,157.1,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/tingvej-21-8881-thorsoe-07101045__21_______?udbud=fac32a29-ebdf-4e38-a131-006b33aee9a3
",1.995.000 kr.," Tingvej 21, Vejerslev, Thorsø - Landejendom på 234 m² - Boligsiden",C,33,33,100000,8592,43342,,7,1389,1907,2012,1-,,2,varmepumpe,,232.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/gl-roesnaesvej-1-4400-kalundborg-03260502___1_______?udbud=65a22a5d-6deb-4648-ae1e-285f81de0b11
",3.750.000 kr.," Gl Røsnæsvej 1, Kalundborg - Villa på 182 m² - Boligsiden",D,33,33,190000,16108,947,,6,2721,1962,1972,1-,,1,fjernvarme/blokvarme,,232.8,,Tagpap med lille hældning,,,,,,,
"https://www.boligsiden.dk/adresse/hjortevaenget-14-5466-asperup-04100477__14_______?udbud=b56d9c90-36f9-46be-8292-7aa4370136f9
",3.495.000 kr.," Hjortevænget 14, Asperup - Fritidsbolig på 192 m² - Boligsiden",,33,33,175000,18213,2578,,5,2498,1971,1990,1-,,2,varmepumpe,,191.9,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/drosselvej-8-4293-dianalund-03400133___8_______?udbud=ee9a16f8-6279-41fa-9f31-90896d728e67
",1.895.000 kr.," Drosselvej 8, Dianalund - Villa på 132 m² - Boligsiden",F,33,33,95000,13440,814,,5,1709,1974,,1-,,2,elvarme,,141,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/gyldenbjergsvej-4-5700-svendborg-04792537___4_______?udbud=dce4a2a4-ed00-4e18-b3f4-56fcf6f01e6b
",1.695.000 kr.," Gyldenbjergsvej 4, Svendborg - Villa på 140 m² - Boligsiden",D,33,33,85000,10015,525,,6,1755,1944,,1-,,2,fjernvarme/blokvarme,,169.25,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/risager-14-2670-greve-02536799__14_______?udbud=8965a200-d082-4b25-b404-ae3f2a980ae0
",4.995.000 kr.," Risager 14, Greve - Villa på 158 m² - Boligsiden",D,203,33,250000,30986,750,,4,3507,1968,1988,1-,,2,centralvarme med én fyringsenhed,,161.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/solbakken-38-9600-aars-08201185__38_______?udbud=6651bf03-44e6-4966-972d-035d7b145ff7
",2.198.000 kr.," Solbakken 38, Aars - Villa på 116 m² - Boligsiden",D,33,33,110000,13452,800,,2,1789,1965,,1-,,2,fjernvarme/blokvarme,,163.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/baunevej-7-7550-soervad-06570054___7_______?udbud=1ca666b2-c76a-44bf-b9e5-92ea124674cf
",995.000 kr.," Baunevej 7, Sørvad - Villa på 166 m² - Boligsiden",E,229,33,50000,5535,1371,,5,1281,1972,,1-,,2,ovn til fast og flydende brændsel,,179.75,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/lyngbakkevej-20-8300-odder-07274391__20_______?udbud=9678ebda-84fb-49c8-aff0-3ea34c71b518
",2.098.000 kr.," Lyngbakkevej 20, Rude Strand, Odder - Fritidsbolig på 63 m² - Boligsiden",,257,33,105000,33302,868,,4,1826,1960,1990,1-,,1,ovn til fast og flydende brændsel,,63,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/lundbaekvej-5-9200-aalborg-sv-08515026___5_______?udbud=44f9a5e0-61ef-4de4-ae4a-9e15dfaca7d2
",3.995.000 kr.," Lundbækvej 5, Aalborg SV - Villa på 155 m² - Boligsiden",C,202,33,200000,24722,1055,,5,2748,1970,,1-,,2,fjernvarme/blokvarme,,161.6,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/bakkekammen-67-4300-holbaek-03160087__67_______?udbud=bd77c53f-af91-41f5-b273-bd02cef59b33
",5.495.000 kr.," Bakkekammen 67, Holbæk - Villa på 113 m² - Boligsiden",C,33,33,275000,36780,1015,,3,4541,1955,1979,1-,,2,centralvarme med én fyringsenhed,,149.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/kloevervaenget-28-4173-fjenneslev-03400388__28_______?udbud=ed671d2c-9857-45ae-9112-5396169f5c64
",1.595.000 kr.," Kløvervænget 28, Fjenneslev - Villa på 132 m² - Boligsiden",C,33,33,80000,10906,965,,4,1694,1976,,1-,,2,centralvarme med én fyringsenhed,,146.25,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/nejstlunden-28-9850-hirtshals-08602403__28_______?udbud=62045d46-3ffd-4b4c-b251-98d5a26d7c86
",995.000 kr.," Nejstlunden 28, Hirtshals - Villa på 155 m² - Boligsiden",D,33,33,50000,6102,722,,4,1404,1975,,1-,,2,fjernvarme/blokvarme,,163.05,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/tjoernevej-20a-8800-viborg-07918559_20a_______?udbud=2558c172-9548-4ac2-9a72-8ad24510c574
",2.095.000 kr.," Tjørnevej 20A, Viborg - Villa på 127 m² - Boligsiden",C,319,33,105000,14418,326,,4,1986,1940,,1-,,2,fjernvarme/blokvarme,,145.3,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/roerager-3-2670-greve-02537116___3_______?udbud=3bd62670-39c6-46ed-a45d-088124b0df89
",6.795.000 kr.," Rørager 3, Greve - Villa på 180 m² - Boligsiden",A2020,33,33,340000,37750,750,,5,3929,2024,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/skivevej-56-9500-hobro-08461345__56_______?udbud=9da54a4b-cf7e-40bf-9ec8-0d559c1dac80
",965.000 kr.," Skivevej 56, Hobro - Villa på 186 m² - Boligsiden",C,33,33,50000,4622,1400,,5,1730,1964,2003,1-,,2,fjernvarme/blokvarme,,208.8,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/ejbyvej-201b-2610-roedovre-01750177201b_______?udbud=00f7a318-2b5b-45b9-a542-d631d9271f8f
",5.745.000 kr.," Ejbyvej 201B, Rødovre - Villa på 120 m² - Boligsiden",C,33,33,290000,46145,687,,4,4362,1962,,1-,,1,centralvarme med én fyringsenhed,,124.5,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/klaksvigsgade-12-2-mf-2300-koebenhavn-s-01013722__12__2__mf?udbud=f026b8c2-5833-48a3-a92c-f06ed2d226bd
",4.595.000 kr.," Klaksvigsgade 12, 2. mf., København S - Ejerlejlighed på 77 m² - Boligsiden",B,33,33,230000,59675,,2,2,3981,2006,,6-2,,1,fjernvarme/blokvarme,,,,Metal,,,,,,,
"https://www.boligsiden.dk/adresse/mosedraget-16-3480-fredensborg-02195591__16_______?udbud=27975790-77c2-48a1-9246-46fb654a4aac
",4.850.000 kr.," Mosedraget 16, Nødebo, Fredensborg - Villa på 137 m² - Boligsiden",B,33,33,245000,32366,1417,,4,4985,1965,1997,1-,,2,varmepumpe,,149.85,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/tingloekkevej-13-5250-odense-sv-04618728__13_______?udbud=d37990c5-7de9-486b-8da9-3e8c42b21629
",3.845.000 kr.," Tingløkkevej 13, Dalum, Odense SV - Villa på 97 m² - Boligsiden",F,202,33,195000,30908,680,,4,3116,1923,,1-,,1,fjernvarme/blokvarme,,124.4,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/aalsrodevej-65-8500-grenaa-07079760__65_______?udbud=133e38de-b9a3-4ac2-aeb5-d9c1c09226d2
",895.000 kr.," Ålsrodevej 65, Ålsrode, Grenaa - Villa på 148 m² - Boligsiden",E,33,33,45000,5332,1050,,5,1168,1900,1993,1-,,2,elvarme,,167.85,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/korsholm-103-9370-hals-08511080_103_______?udbud=bd3cb914-b122-4874-af18-4b35b1fef74b
",845.000 kr.," Korsholm 103, Hals - Andelsbolig på 84 m² - Boligsiden",C,33,33,,9780,250,,4,1979,1985,,1-,,1,fjernvarme/blokvarme,,86.4,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/kaergade-243-8940-randers-sv-07301141_243_______?udbud=21bfb0e0-9aef-4f6d-96fa-039c26b51881
",1.395.000 kr.," Kærgade 243, Randers SV - Villa på 82 m² - Boligsiden",D,33,33,70000,13401,1274,,3,1809,1950,,1-,,2,centralvarme med én fyringsenhed,,154.4,,Fibercement uden asbest,,,,,,,
"https://www.boligsiden.dk/adresse/aadalsvej-23b-2-th-2720-vanloese-01018640_23b__2__th?udbud=bdd9dc8f-d94f-4849-849a-6b486a2fd9bd
",2.375.000 kr.," Ådalsvej 23B, 2. th., Vanløse - Ejerlejlighed på 56 m² - Boligsiden",D,33,33,120000,42411,,2,2,2904,1935,,3-2,,1,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/noerholmsvej-73-9000-aalborg-08516090__73_______?udbud=d2dfa21d-9209-4dd6-9a25-1d3beb3c9557
",5.995.000 kr.," Nørholmsvej 73, Aalborg - Villa på 250 m² - Boligsiden",B,210,33,300000,23780,1283,,8,3134,1948,2014,1-,,2,fjernvarme/blokvarme,,252.1,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/martinus-roerbyes-vej-8-9000-aalborg-08515310___8_______?udbud=bbac9400-70cc-446b-8343-1fc512942bcc
",3.195.000 kr.," Martinus Rørbyes Vej 8, Aalborg - Villa på 111 m² - Boligsiden",D,295,33,160000,21328,950,,5,2994,1959,,1-,,2,fjernvarme/blokvarme,,149.8,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/store-kongensgade-75d-1264-koebenhavn-k-01016948_75d_______?udbud=db1473dd-9d58-4b72-8be0-5cfa86b7cc9b
",12.500.000 kr.," Store Kongensgade 75D, København K - Ejerlejlighed på 117 m² - Boligsiden",B,204,33,625000,97276,,,4,7435,1850,,2-,,3,fjernvarme/blokvarme,,128.5,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/malling-bjergevej-89-8340-malling-07515252__89_______?udbud=666828cf-54b5-47c4-b0b8-02d69b1231a4
",10.995.000 kr.," Malling Bjergevej 89, Malling - Landejendom på 185 m² - Boligsiden",C,305,33,550000,47027,27970,,9,3465,1910,1998,1-,,1,centralvarme med én fyringsenhed,,233.8,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/baekkelundsvej-13-8930-randers-noe-07300266__13_______?udbud=de4bec72-ff05-4536-a1bd-9d1bb81c531c
",1.100.000 kr.," Bækkelundsvej 13, Randers NØ - Helårsgrund på 845 m² - Boligsiden",,33,33,55000,1302,845,,3,472,1937,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/fasanvej-59-7900-nykoebing-m-07731670__59_______?udbud=46a0ee15-f794-45f4-aea3-b701d0974cb5
",2.795.000 kr.," Fasanvej 59, Nykøbing M - Villa på 131 m² - Boligsiden",C,33,33,140000,17928,1157,,4,2197,1943,2002,1-,,1,centralvarme med én fyringsenhed,,155.9,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/bygaden-3c-9000-aalborg-08510927__3c_______?udbud=681f2385-6865-45ad-8e43-3b17345c22e5
",3.148.000 kr.," Bygaden 3C, Aalborg - Rækkehus på 101 m² - Boligsiden",B,33,33,160000,31168,6734,,3,3774,1985,,1-,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/laasbyvej-6-2610-roedovre-01750540___6_______?udbud=36cf0fbd-eb8d-4f6b-8475-aa3a149d0ca7
",5.250.000 kr.," Låsbyvej 6, Rødovre - Rækkehus på 129 m² - Boligsiden",C,33,33,265000,34517,521,,5,4367,1962,,1-,,2,fjernvarme/blokvarme,,152.1,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/allegade-2a-6240-loegumkloster-05500034__2a_______?udbud=0cd6094d-3d7c-4131-9a10-4cb4d79b6931
",125.000 kr.," Allegade 2A, Løgumkloster - Andelsbolig på 79 m² - Boligsiden",B,33,33,,1582,79,,2,3354,1992,,1-,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/gammel-oestergaardsvej-51b-8340-malling-07512413_51b_______?udbud=170c3d5f-dbda-4238-b81f-ae52f092d461
",1.395.000 kr.," Gammel Østergårdsvej 51B, Malling - Helårsgrund på 703 m² - Boligsiden",,33,33,70000,1984,703,,,846,,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/gammel-oestergaardsvej-53e-8340-malling-07512413_53e_______?udbud=3bdd535d-6fe7-4b6e-a260-4a93e4ce5b30
",1.395.000 kr.," Gammel Østergårdsvej 53E, Malling - Helårsgrund på 788 m² - Boligsiden",,33,33,70000,1770,788,,,835,,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/th.-robdrups-vej-4-8444-balle-07062015___4_______?udbud=79b1fd77-79a4-48c6-8bc6-0e4d31c94356
",1.695.000 kr.," Th. Robdrups Vej 4, Balle - Villa på 150 m² - Boligsiden",C,33,33,85000,10786,5330,,3,1425,2005,,1-,,2,centralvarme med én fyringsenhed,,157.15,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/bygaden-10-4490-jerslev-sjaelland-03260198__10_______?udbud=d005a187-0e03-4b9a-8405-2314dd2131bd
",1.595.000 kr.," Bygaden 10, Jerslev Sjælland - Villa på 268 m² - Boligsiden",E,33,33,80000,5672,770,,6,2326,1917,1985,1-,,3,fjernvarme/blokvarme,,281.2,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/laerketoften-32-3500-vaerloese-01900402__32_______?udbud=6214a3aa-7a76-440e-be60-7b67e91f5056
",5.995.000 kr.," Lærketoften 32, Hareskov, Værløse - Villa på 152 m² - Boligsiden",D,33,33,300000,37563,900,,6,5254,1963,1974,1-,,2,centralvarme med én fyringsenhed,,159.6,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/huslodderne-14-5853-oerbaek-04500400__14_______?udbud=749babb1-fcd2-4a2a-b668-619ba6ae6782
",1.895.000 kr.," Huslodderne 14, Svindinge, Ørbæk - Landejendom på 122 m² - Boligsiden",,33,33,95000,15221,68416,,5,1536,1900,1959,1-,,1,centralvarme med én fyringsenhed,,124.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/ny-munkegade-62-0-tv-8000-aarhus-c-07515983__62_st__tv?udbud=85480ee2-7c74-439c-ae41-b3564d926168
",1.395.000 kr.," Ny Munkegade 62, st. tv., Aarhus C - Ejerlejlighed på 37 m² - Boligsiden",D,310,33,70000,37703,,0,2,2351,1890,1988,4-0,,1,fjernvarme/blokvarme,,,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/havlandsvej-9-7700-thisted-07872590___9_______?udbud=cbbd22d4-c236-48cd-84b0-a6ecdaa6f18e
",820.000 kr.," Havlandsvej 9, Kløv, Thisted - Villa på 149 m² - Boligsiden",E,452,33,45000,4194,2374,,4,1315,1914,,1-,,1,centralvarme med én fyringsenhed,,195.5,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/toldbodvej-56c-4581-roervig-03062462_56c_______?udbud=b7ce8397-17fa-4ddb-95a6-75ce226e436d
",4.750.000 kr.," Toldbodvej 56C, Rørvig - Villa på 124 m² - Boligsiden",D,33,33,240000,39849,430,,4,2333,1999,,1-,,2,varmepumpe,,119.2,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/hedehusvej-2-9900-frederikshavn-08132605___2_______?udbud=11d6bf1e-c994-43a6-b203-09defb644cbc
",1.095.000 kr.," Hedehusvej 2, Ravnshøj, Frederikshavn - Villa på 188 m² - Boligsiden",C,33,33,55000,5581,835,,4,2172,1977,,1-,,2,varmepumpe,,196.2,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/christian-jacobsens-vej-47-6100-haderslev-05100172__47_______?udbud=f62af934-cc6a-4acd-b41f-af9f49846237
",675.000 kr.," Christian Jacobsens Vej 47, Flovt, Haderslev - Fritidsgrund på 1142 m² - Boligsiden",,33,33,35000,591,1142,,,463,,,,,,,,,,,,,,,,,
"https://www.boligsiden.dk/adresse/madumvej-11-2610-roedovre-01750541__11_______?udbud=a544d5c1-fffb-4a3b-b716-146c3a943771
",3.495.000 kr.," Madumvej 11, Rødovre - Rækkehus på 101 m² - Boligsiden",D,33,33,175000,34282,291,,4,2960,1963,1973,1-,,1,centralvarme med én fyringsenhed,,101.95,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/roedegaardsvej-43-0-tv-5000-odense-c-04616902__43_st__tv?udbud=99d948ff-3e87-407a-8de5-289fff60b6ef
",1.195.000 kr.," Rødegårdsvej 43, st. tv., Odense C - Ejerlejlighed på 61 m² - Boligsiden",D,33,33,60000,19590,,0,2,2306,1935,1986,5-0,,1,fjernvarme/blokvarme,,,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/store-kongensgade-71-4-1264-koebenhavn-k-01016948__71__4____?udbud=691fc800-c734-4e89-adc1-b03b0374b040
",16.750.000 kr.," Store Kongensgade 71, 4., København K - Ejerlejlighed på 250 m² - Boligsiden",D,101,33,840000,67000,,4,6,16925,1899,,4-4,,2,fjernvarme/blokvarme,,,,Tagpap med stor hældning,,,,,,,
"https://www.boligsiden.dk/adresse/borgergade-37-6823-ansager-05730140__37_______?udbud=decddddf-77a7-48a1-819a-67ce1291043d
",7.500.000 kr.," Borgergade 37, Skovlund, Ansager - Villa på 363 m² - Boligsiden",C,1096,33,375000,19802,11056,,9,4385,1994,,1-,,3,fjernvarme/blokvarme,,378.75,,Tegl,,,,,,,
"https://www.boligsiden.dk/adresse/soeen-75-2690-karlslunde-02538402__75_______?udbud=31e5503c-70d8-4e5d-86a6-ead3c5269a9d
",4.295.000 kr.," Søen 75, Karlslunde - Villa på 117 m² - Boligsiden",C,33,33,215000,35614,700,,3,3292,1967,,1-,,1,varmepumpe,,120.6,,Fibercement herunder asbest,,,,,,,
"https://www.boligsiden.dk/adresse/tennisvej-1a-5580-noerre-aaby-04101232__1a_______?udbud=01e2e391-bec4-4777-b5ed-7711ec7e2590
",2.850.000 kr.," Tennisvej 1A, Nørre Aaby - Villa på 253 m² - Boligsiden",B,33,33,25000,14039,716,,5,1999,1910,2007,1-,,2,fjernvarme/blokvarme,,203,,Betontagsten,,,,,,,
"https://www.boligsiden.dk/adresse/droedhoejvej-4-8420-knebel-07060318___4_______?udbud=6a1de112-222d-4ab1-9601-972a5c30412e
",3.395.000 kr.," Drødhøjvej 4, Borup, Knebel - Villa på 245 m² - Boligsiden",C,33,33,170000,12470,4845,,6,2260,1925,,1-,,2,centralvarme med én fyringsenhed,,272.25,,Tegl,,,,,,,
